amount,prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,desired_cfs,idx,test_id,dataset,black_box
3554.1795500000003,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,acancelled,10.0,6,7,synthetic_bank_accepted,randomForestClassifier
8313.28665,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,0,10.0,6,8,synthetic_bank_accepted,randomForestClassifier
2008.6542499999998,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,odeclined,afinalized,afinalized,oselected,oselected,ocreated,15.0,6,9,synthetic_bank_accepted,randomForestClassifier
2240.35,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,0,ocreated,15.0,6,10,synthetic_bank_accepted,randomForestClassifier
2067.3959,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,odeclined,afinalized,afinalized,oselected,oselected,ocreated,15.0,6,11,synthetic_bank_accepted,randomForestClassifier
35182.57415,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,0,ocreated,15.0,6,12,synthetic_bank_accepted,randomForestClassifier
2067.3959,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,0,ocreated,15.0,6,13,synthetic_bank_accepted,randomForestClassifier
21458.9615,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,wfixincompletesubmission,oselected,oselected,ocreated,20.0,6,14,synthetic_bank_accepted,randomForestClassifier
2116.8453,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,odeclined,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,20.0,6,15,synthetic_bank_accepted,randomForestClassifier
3266.7226,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,0,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,20.0,6,16,synthetic_bank_accepted,randomForestClassifier
3266.7226,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,0,oselected,oselected,ocreated,20.0,6,17,synthetic_bank_accepted,randomForestClassifier
3266.7226,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,adeclined,oselected,ocreated,20.0,6,18,synthetic_bank_accepted,randomForestClassifier
56798.136249999996,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,0,wcompletepreacceptedappl,wcompletepreacceptedappl,0,afinalized,afinalized,oselected,5.0,7,0,synthetic_bank_accepted,randomForestClassifier
52516.41485,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,0,apreaccepted,adeclined,adeclined,oselected,aaccepted,wcompletepreacceptedappl,5.0,7,1,synthetic_bank_accepted,randomForestClassifier
44864.5833,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,acancelled,wcompletepreacceptedappl,aaccepted,afinalized,afinalized,0,oselected,5.0,7,2,synthetic_bank_accepted,randomForestClassifier
46039.004349999996,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,acancelled,wcompletepreacceptedappl,0,acancelled,afinalized,adeclined,oselected,5.0,7,3,synthetic_bank_accepted,randomForestClassifier
16729.176000000003,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,wfixincompletesubmission,adeclined,wcompletepreacceptedappl,wfixincompletesubmission,0,wcompletepreacceptedappl,aaccepted,aaccepted,aaccepted,afinalized,10.0,7,4,synthetic_bank_accepted,randomForestClassifier
50030.14645,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,wfixincompletesubmission,odeclined,aaccepted,acancelled,adeclined,adeclined,adeclined,ocreated,10.0,7,5,synthetic_bank_accepted,randomForestClassifier
6874.332649999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,acancelled,adeclined,afinalized,oselected,10.0,7,6,synthetic_bank_accepted,randomForestClassifier
50515.92295,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,wcompletepreacceptedappl,odeclined,acancelled,adeclined,0,acancelled,adeclined,odeclined,10.0,7,7,synthetic_bank_accepted,randomForestClassifier
50857.40915,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,acancelled,wfixincompletesubmission,adeclined,0,apreaccepted,afinalized,0,aaccepted,odeclined,wcompletepreacceptedappl,10.0,7,8,synthetic_bank_accepted,randomForestClassifier
41038.56825,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,adeclined,0,0,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,15.0,7,9,synthetic_bank_accepted,randomForestClassifier
39948.7812,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,adeclined,odeclined,wfixincompletesubmission,0,adeclined,afinalized,afinalized,oselected,15.0,7,10,synthetic_bank_accepted,randomForestClassifier
36999.99965,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,wfixincompletesubmission,adeclined,0,0,wfixincompletesubmission,wfixincompletesubmission,aaccepted,aaccepted,aaccepted,15.0,7,11,synthetic_bank_accepted,randomForestClassifier
36999.99965,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,adeclined,0,0,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,15.0,7,12,synthetic_bank_accepted,randomForestClassifier
17036.3433,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,wfixincompletesubmission,adeclined,0,0,wfixincompletesubmission,wfixincompletesubmission,aaccepted,aaccepted,aaccepted,15.0,7,13,synthetic_bank_accepted,randomForestClassifier
45251.2894,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,adeclined,0,wfixincompletesubmission,adeclined,aaccepted,adeclined,adeclined,aaccepted,20.0,7,14,synthetic_bank_accepted,randomForestClassifier
56821.97654999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,acancelled,0,adeclined,acancelled,adeclined,odeclined,acancelled,odeclined,20.0,7,15,synthetic_bank_accepted,randomForestClassifier
52035.907349999994,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,wfixincompletesubmission,adeclined,0,0,0,adeclined,afinalized,odeclined,odeclined,oselected,20.0,7,16,synthetic_bank_accepted,randomForestClassifier
50205.038199999995,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,0,0,adeclined,acancelled,adeclined,oselected,afinalized,odeclined,20.0,7,17,synthetic_bank_accepted,randomForestClassifier
55468.33085,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,adeclined,0,adeclined,0,aaccepted,0,adeclined,afinalized,acancelled,odeclined,20.0,7,18,synthetic_bank_accepted,randomForestClassifier
4000.0002,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,5.0,8,0,synthetic_bank_accepted,randomForestClassifier
29355.213050000002,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,5.0,8,1,synthetic_bank_accepted,randomForestClassifier
8459.55255,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,5.0,8,2,synthetic_bank_accepted,randomForestClassifier
6186.7463,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,5.0,8,3,synthetic_bank_accepted,randomForestClassifier
5311.7689,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,5.0,8,4,synthetic_bank_accepted,randomForestClassifier
5489.46235,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,10.0,8,5,synthetic_bank_accepted,randomForestClassifier
5832.92635,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,10.0,8,6,synthetic_bank_accepted,randomForestClassifier
5393.4637,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,10.0,8,7,synthetic_bank_accepted,randomForestClassifier
4999.99975,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,10.0,8,8,synthetic_bank_accepted,randomForestClassifier
6261.64365,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,10.0,8,9,synthetic_bank_accepted,randomForestClassifier
56800.59804999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,afinalized,afinalized,oselected,15.0,8,10,synthetic_bank_accepted,randomForestClassifier
56693.88265,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,afinalized,afinalized,oselected,15.0,8,11,synthetic_bank_accepted,randomForestClassifier
39691.481850000004,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,afinalized,afinalized,oselected,15.0,8,12,synthetic_bank_accepted,randomForestClassifier
42324.6239,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,afinalized,afinalized,oselected,15.0,8,13,synthetic_bank_accepted,randomForestClassifier
43852.7142,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,afinalized,afinalized,oselected,15.0,8,14,synthetic_bank_accepted,randomForestClassifier
10802.8765,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,20.0,8,15,synthetic_bank_accepted,randomForestClassifier
48909.1051,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,20.0,8,16,synthetic_bank_accepted,randomForestClassifier
56299.865399999995,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,20.0,8,17,synthetic_bank_accepted,randomForestClassifier
51649.1006,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,20.0,8,18,synthetic_bank_accepted,randomForestClassifier
7890.82615,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,20.0,8,19,synthetic_bank_accepted,randomForestClassifier
3258.5072499999997,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,wcompletepreacceptedappl,afinalized,afinalized,oselected,oselected,ocreated,5.0,9,0,synthetic_bank_accepted,randomForestClassifier
3258.5072499999997,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,wcompletepreacceptedappl,afinalized,oselected,oselected,ocreated,5.0,9,1,synthetic_bank_accepted,randomForestClassifier
3288.80565,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,wcompletepreacceptedappl,ocreated,5.0,9,2,synthetic_bank_accepted,randomForestClassifier
16299.134850000002,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,wcompletepreacceptedappl,afinalized,oselected,oselected,ocreated,5.0,9,3,synthetic_bank_accepted,randomForestClassifier
3258.5072499999997,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,acancelled,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,odeclined,adeclined,acancelled,odeclined,5.0,9,4,synthetic_bank_accepted,randomForestClassifier
3077.34165,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,wcompletepreacceptedappl,afinalized,oselected,oselected,ocreated,10.0,9,5,synthetic_bank_accepted,randomForestClassifier
46597.82305,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,wcompletepreacceptedappl,afinalized,oselected,oselected,ocreated,10.0,9,6,synthetic_bank_accepted,randomForestClassifier
30269.128249999998,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,wcompletepreacceptedappl,afinalized,oselected,oselected,ocreated,10.0,9,7,synthetic_bank_accepted,randomForestClassifier
7627.01755,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,wcompletepreacceptedappl,afinalized,oselected,oselected,ocreated,10.0,9,8,synthetic_bank_accepted,randomForestClassifier
23920.84565,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,wcompletepreacceptedappl,afinalized,oselected,oselected,ocreated,10.0,9,9,synthetic_bank_accepted,randomForestClassifier
2754.1924499999996,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,acancelled,ocreated,15.0,9,10,synthetic_bank_accepted,randomForestClassifier
21661.47975,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,acancelled,ocreated,15.0,9,11,synthetic_bank_accepted,randomForestClassifier
2754.1924499999996,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,adeclined,15.0,9,12,synthetic_bank_accepted,randomForestClassifier
2187.24365,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,0,15.0,9,13,synthetic_bank_accepted,randomForestClassifier
5488.9640500000005,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wfixincompletesubmission,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,15.0,9,14,synthetic_bank_accepted,randomForestClassifier
2511.7453,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,acancelled,20.0,9,15,synthetic_bank_accepted,randomForestClassifier
4752.4849,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,odeclined,oselected,oselected,ocreated,20.0,9,16,synthetic_bank_accepted,randomForestClassifier
4752.4849,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,adeclined,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,20.0,9,17,synthetic_bank_accepted,randomForestClassifier
3650.3178999999996,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,wfixincompletesubmission,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,20.0,9,18,synthetic_bank_accepted,randomForestClassifier
4752.4849,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,wcompletepreacceptedappl,afinalized,afinalized,oselected,oselected,ocreated,20.0,9,19,synthetic_bank_accepted,randomForestClassifier
55086.6545,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,adeclined,0,0,wfixincompletesubmission,aaccepted,0,acancelled,afinalized,adeclined,ocreated,5.0,10,0,synthetic_bank_accepted,randomForestClassifier
56968.432199999996,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,wassessfraud,0,wfixincompletesubmission,adeclined,adeclined,0,adeclined,aaccepted,aaccepted,odeclined,5.0,10,1,synthetic_bank_accepted,randomForestClassifier
37034.9626,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wassessfraud,adeclined,0,0,wfixincompletesubmission,aaccepted,aaccepted,adeclined,apreaccepted,odeclined,wcompletepreacceptedappl,5.0,10,2,synthetic_bank_accepted,randomForestClassifier
16635.0127,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,adeclined,0,0,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,5.0,10,3,synthetic_bank_accepted,randomForestClassifier
18005.87945,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,adeclined,wfixincompletesubmission,0,0,0,aaccepted,wcompletepreacceptedappl,aaccepted,aaccepted,ocreated,10.0,10,4,synthetic_bank_accepted,randomForestClassifier
56042.99395,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,apreaccepted,wcompletepreacceptedappl,0,0,odeclined,aaccepted,aaccepted,afinalized,odeclined,oselected,10.0,10,5,synthetic_bank_accepted,randomForestClassifier
50644.65045,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,adeclined,0,0,acancelled,apreaccepted,adeclined,aaccepted,aaccepted,aaccepted,wcompletepreacceptedappl,15.0,10,6,synthetic_bank_accepted,randomForestClassifier
52363.588,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,adeclined,apreaccepted,wfixincompletesubmission,0,0,wfixincompletesubmission,afinalized,aaccepted,odeclined,wcompletepreacceptedappl,15.0,10,7,synthetic_bank_accepted,randomForestClassifier
53635.92665,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,wfixincompletesubmission,acancelled,0,wfixincompletesubmission,0,adeclined,aaccepted,apreaccepted,wcompletepreacceptedappl,adeclined,15.0,10,8,synthetic_bank_accepted,randomForestClassifier
37065.5712,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,apreaccepted,0,wcompletepreacceptedappl,acancelled,0,adeclined,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,15.0,10,9,synthetic_bank_accepted,randomForestClassifier
17999.9994,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,adeclined,apreaccepted,acancelled,acancelled,wcompletepreacceptedappl,acancelled,acancelled,adeclined,aaccepted,afinalized,15.0,10,10,synthetic_bank_accepted,randomForestClassifier
50432.0265,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,wfixincompletesubmission,apreaccepted,0,acancelled,0,adeclined,0,wcompletepreacceptedappl,acancelled,aaccepted,20.0,10,11,synthetic_bank_accepted,randomForestClassifier
17407.1973,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,adeclined,0,wfixincompletesubmission,0,acancelled,adeclined,adeclined,aaccepted,aaccepted,afinalized,20.0,10,12,synthetic_bank_accepted,randomForestClassifier
51259.40855,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,adeclined,0,adeclined,0,adeclined,aaccepted,aaccepted,afinalized,aaccepted,afinalized,20.0,10,13,synthetic_bank_accepted,randomForestClassifier
18221.7231,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,adeclined,wfixincompletesubmission,0,0,adeclined,afinalized,acancelled,aaccepted,afinalized,ocreated,20.0,10,14,synthetic_bank_accepted,randomForestClassifier
17000.0004,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,adeclined,apreaccepted,0,acancelled,aaccepted,acancelled,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,20.0,10,15,synthetic_bank_accepted,randomForestClassifier
9462.080999999998,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,wfixincompletesubmission,oselected,oselected,ocreated,5.0,11,0,synthetic_bank_accepted,randomForestClassifier
9462.080999999998,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,wcompletepreacceptedappl,oselected,oselected,ocreated,5.0,11,1,synthetic_bank_accepted,randomForestClassifier
2027.6567499999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,wcompletepreacceptedappl,oselected,oselected,ocreated,5.0,11,2,synthetic_bank_accepted,randomForestClassifier
4936.805299999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,wcompletepreacceptedappl,oselected,oselected,ocreated,5.0,11,3,synthetic_bank_accepted,randomForestClassifier
4936.805299999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,wfixincompletesubmission,oselected,oselected,ocreated,5.0,11,4,synthetic_bank_accepted,randomForestClassifier
12865.61795,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,odeclined,oselected,oselected,ocreated,10.0,11,5,synthetic_bank_accepted,randomForestClassifier
2382.9314499999996,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,0,10.0,11,6,synthetic_bank_accepted,randomForestClassifier
7786.9768,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,wcompletepreacceptedappl,oselected,oselected,ocreated,10.0,11,7,synthetic_bank_accepted,randomForestClassifier
3128.1577999999995,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,adeclined,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,10.0,11,8,synthetic_bank_accepted,randomForestClassifier
