prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,desired_cfs,idx,test_id,dataset,black_box
Register,High Medical History,Low Insurance Check,Receive Questionnaire Response,Low Insurance Check,Create Questionnaire,Send Questionnaire,15.0,10,13,synthetic_data,randomForestClassifier
Register,High Medical History,Low Insurance Check,High Insurance Check,High Insurance Check,0,Send Questionnaire,15.0,10,14,synthetic_data,randomForestClassifier
Register,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,20.0,10,15,synthetic_data,randomForestClassifier
Register,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Create Questionnaire,0,20.0,10,16,synthetic_data,randomForestClassifier
Register,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Prepare Notification Content,0,20.0,10,17,synthetic_data,randomForestClassifier
Register,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Prepare Notification Content,Create Questionnaire,20.0,10,18,synthetic_data,randomForestClassifier
Register,Low Medical History,Contact Hospital,Low Insurance Check,Contact Hospital,Create Questionnaire,Send Questionnaire,20.0,10,19,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,Create Questionnaire,Prepare Notification Content,5.0,11,0,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,High Insurance Check,Low Insurance Check,0,0,5.0,11,1,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Contact Hospital,Low Insurance Check,Contact Hospital,Send Notification by Phone,5.0,11,2,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,0,5.0,11,3,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Low Insurance Check,Low Insurance Check,Accept Claim,0,5.0,11,4,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,Create Questionnaire,0,10.0,11,5,synthetic_data,randomForestClassifier
Register,Low Insurance Check,High Medical History,Contact Hospital,Contact Hospital,Create Questionnaire,0,10.0,11,6,synthetic_data,randomForestClassifier
Register,Low Medical History,High Medical History,Contact Hospital,Low Medical History,Prepare Notification Content,0,10.0,11,7,synthetic_data,randomForestClassifier
Register,High Insurance Check,Low Insurance Check,Contact Hospital,High Insurance Check,High Medical History,0,10.0,11,8,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,Contact Hospital,Accept Claim,Create Questionnaire,Prepare Notification Content,10.0,11,9,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,Create Questionnaire,0,15.0,11,10,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,High Insurance Check,High Insurance Check,Create Questionnaire,0,15.0,11,11,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,Create Questionnaire,Prepare Notification Content,15.0,11,12,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,0,15.0,11,13,synthetic_data,randomForestClassifier
Register,Low Insurance Check,High Medical History,Contact Hospital,Accept Claim,Create Questionnaire,Contact Hospital,15.0,11,14,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,Create Questionnaire,0,20.0,11,15,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Contact Hospital,Contact Hospital,Accept Claim,0,20.0,11,16,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,Send Questionnaire,0,20.0,11,17,synthetic_data,randomForestClassifier
Register,Low Insurance Check,High Medical History,Contact Hospital,High Insurance Check,Create Questionnaire,0,20.0,11,18,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,Create Questionnaire,Prepare Notification Content,20.0,11,19,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,5.0,12,0,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,5.0,12,1,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,0,5.0,12,2,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,0,5.0,12,3,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,High Medical History,Accept Claim,Create Questionnaire,0,5.0,12,4,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,10.0,12,5,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,High Medical History,Send Notification by Phone,10.0,12,6,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Low Insurance Check,Accept Claim,Send Notification by Post,10.0,12,7,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Low Insurance Check,Accept Claim,Prepare Notification Content,10.0,12,8,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Phone,10.0,12,9,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,15.0,12,10,synthetic_data,randomForestClassifier
Register,Contact Hospital,Low Medical History,High Medical History,Low Insurance Check,Prepare Notification Content,0,15.0,12,11,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,15.0,12,12,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Phone,15.0,12,13,synthetic_data,randomForestClassifier
Register,Contact Hospital,Create Questionnaire,Low Medical History,Create Questionnaire,Create Questionnaire,0,15.0,12,14,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Create Questionnaire,0,20.0,12,15,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,20.0,12,16,synthetic_data,randomForestClassifier
Register,Contact Hospital,Send Questionnaire,High Medical History,Low Insurance Check,Send Notification by Phone,0,20.0,12,17,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,0,20.0,12,18,synthetic_data,randomForestClassifier
Register,Contact Hospital,Send Questionnaire,High Insurance Check,Accept Claim,Create Questionnaire,0,20.0,12,19,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,5.0,13,0,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Contact Hospital,Accept Claim,Create Questionnaire,Prepare Notification Content,5.0,13,1,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,Contact Hospital,High Medical History,Contact Hospital,Create Questionnaire,5.0,13,2,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Prepare Notification Content,5.0,13,3,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,Prepare Notification Content,5.0,13,4,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,10.0,13,5,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,0,10.0,13,6,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,Create Questionnaire,0,Send Questionnaire,10.0,13,7,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,Contact Hospital,Low Medical History,Accept Claim,Prepare Notification Content,10.0,13,8,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,High Medical History,Contact Hospital,Accept Claim,Prepare Notification Content,10.0,13,9,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,15.0,13,10,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Send Questionnaire,15.0,13,11,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,0,Contact Hospital,15.0,13,12,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,0,15.0,13,13,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Medical History,Receive Questionnaire Response,High Medical History,High Medical History,Prepare Notification Content,15.0,13,14,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,20.0,13,15,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Send Questionnaire,20.0,13,16,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,0,20.0,13,17,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,0,Send Notification by Phone,20.0,13,18,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Send Questionnaire,Contact Hospital,Prepare Notification Content,High Medical History,Prepare Notification Content,20.0,13,19,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,5.0,14,0,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Insurance Check,High Medical History,Accept Claim,Send Notification by e-mail,Create Questionnaire,5.0,14,1,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,5.0,14,2,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,5.0,14,3,synthetic_data,randomForestClassifier
Register,High Insurance Check,Low Insurance Check,High Medical History,High Insurance Check,0,Create Questionnaire,5.0,14,4,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,10.0,14,5,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,10.0,14,6,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,0,10.0,14,7,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Prepare Notification Content,10.0,14,8,synthetic_data,randomForestClassifier
Register,High Insurance Check,Send Questionnaire,High Medical History,Prepare Notification Content,Prepare Notification Content,Create Questionnaire,10.0,14,9,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,15.0,14,10,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by e-mail,15.0,14,11,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,15.0,14,12,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,0,15.0,14,13,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,15.0,14,14,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,20.0,14,15,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,0,20.0,14,16,synthetic_data,randomForestClassifier
Register,High Insurance Check,Low Insurance Check,High Medical History,Low Insurance Check,Prepare Notification Content,Create Questionnaire,20.0,14,17,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by e-mail,20.0,14,18,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,20.0,14,19,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,5.0,15,0,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,0,5.0,15,1,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Phone,5.0,15,2,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Medical History,High Insurance Check,Contact Hospital,Accept Claim,Prepare Notification Content,5.0,15,3,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,0,5.0,15,4,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,10.0,15,5,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,0,10.0,15,6,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,Create Questionnaire,High Insurance Check,Accept Claim,Prepare Notification Content,10.0,15,7,synthetic_data,randomForestClassifier
Register,Contact Hospital,Low Medical History,Low Medical History,Create Questionnaire,Create Questionnaire,Prepare Notification Content,10.0,15,8,synthetic_data,randomForestClassifier
Register,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,10.0,15,9,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,15.0,15,10,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,0,15.0,15,11,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,Low Insurance Check,High Insurance Check,Create Questionnaire,Contact Hospital,15.0,15,12,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Phone,15.0,15,13,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,0,15.0,15,14,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,20.0,15,15,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Contact Hospital,Create Questionnaire,Send Notification by Post,20.0,15,16,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Create Questionnaire,0,20.0,15,17,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,Contact Hospital,High Insurance Check,Create Questionnaire,Contact Hospital,20.0,15,18,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,20.0,15,19,synthetic_data,randomForestClassifier
