caseid,task,arrive:timestamp,start:timestamp,time:timestamp,role,open_cases,st_tsk_wip,queue,Qty_Completed,Qty_for_MRB,activity_duration,event_nr,hour,lifecycle:transition,month,timesincecasestart,timesincelastevent,timesincemidnight,weekday,attrib_trace,label
Case259,Turning & Milling,2012-01-08 17:26:41,2012-01-08 20:16:41,2012-01-08 21:11:41,ID4641,109,0.6491904394757132,1,185.0,0.0,1.0,2,18,complete,1,9741.416666666666,294.73333333333335,1101.4166666666667,172.73333333333332,"{'Part_Desc_': 'Drill', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 325.0}",regular
Case188,Laser Marking,2012-01-08 18:40:33,2012-01-08 21:12:18,2012-01-08 21:14:18,ID0998,107,0.06090979182729375,1,2.0,0.0,244.0,12,21,complete,1,9912.3,326.75,1272.3,157.08333333333334,"{'Part_Desc_': 'Punch Holder', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 350.0}",deviant
71_CF,Flat Grinding,2012-01-08 13:07:23,2012-01-08 18:40:33,2012-01-08 21:35:52,ID4445,105,0.02467232074016962,0,1.0,0.0,1.0,9,16,complete,1,9624.566666666668,413.05,984.5666666666667,175.31666666666666,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case225,Lapping,2012-01-08 16:19:15,2012-01-08 20:25:33,2012-01-08 21:48:33,ID4882,108,0.12336160370084812,0,20.0,0.0,75.0,8,19,complete,1,9809.083333333334,288.0833333333333,1169.0833333333333,165.65,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 185.00000000000003}",deviant
73_CF,Turning & Milling,2012-01-08 09:54:36,2012-01-08 19:18:44,2012-01-08 21:55:13,ID3846,104,0.6491904394757132,2,1.0,0.0,1.0,4,12,complete,1,9403.116666666667,446.5833333333333,763.1166666666667,156.48333333333332,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'B', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case266,Turning & Milling,2012-01-08 03:11:26,2012-01-08 21:05:52,2012-01-08 22:04:52,ID4932,98,0.6491904394757132,2,131.0,0.0,230.00000000000003,8,7,complete,1,9108.05,471.6166666666667,468.05,118.55,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 153.0}",regular
Case215,Final Inspection Q.C.,2012-01-08 16:14:14,2012-01-08 18:41:14,2012-01-08 22:17:14,ID4618,108,0.2027756360832691,0,108.0,0.0,75.0,10,18,complete,1,9761.233333333334,222.0,1121.2333333333333,184.33333333333334,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 108.00000000000001}",regular
8_CF,Turning & Milling Q.C.,2012-01-08 11:51:13,2012-01-08 19:34:23,2012-01-08 22:24:37,ID4287,104,0.17424826522744796,4,1.0,0.0,120.00000576000001,4,15,complete,1,9560.016666666666,5714.45,920.0166666666667,170.23333333333332,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
Case10,Turning Q.C.,2012-01-08 19:18:44,2012-01-08 22:17:14,2012-01-08 22:32:14,ID4618,107,0,0,100.0,0.0,150.0,2,20,complete,1,9859.8,483.51666666666665,1219.8,165.6,"{'Part_Desc_': 'Spur Gear', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 251.0}",regular
12_CF,Turning & Milling,2012-01-05 01:48:58,2012-01-08 20:07:17,2012-01-08 22:35:51,ID4219,65,0.6491904394757132,30,1.0,0.0,120.00000576000001,3,3,complete,1,4551.9,2369.616666666667,231.9,148.56666666666666,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
Case201,Turning,2012-01-05 03:48:20,2012-01-08 22:35:51,2012-01-08 22:36:51,ID4219,64,0,30,2.0,0.0,247.0,3,5,complete,1,4664.283333333334,190.95,344.28333333333336,176.8,"{'Part_Desc_': 'Wheel Shaft', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 20.0}",regular
30_CF,Turning Q.C.,2012-01-08 03:25:28,2012-01-08 20:27:48,2012-01-08 22:38:18,ID4794,99,0,1,1.0,0.0,1.0,5,8,complete,1,9138.65,426.26666666666665,498.65,130.5,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'B', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
38_CF,Turning,2012-01-08 15:08:20,2012-01-08 20:24:31,2012-01-08 22:59:31,ID4872,107,0,1,1.0,0.0,1.0,11,19,complete,1,9811.616666666667,536.7833333333333,1171.6166666666666,155.0,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case188,Lapping,2012-01-08 21:14:18,2012-01-08 23:01:23,2012-01-08 23:02:23,ID0998,108,0.12336160370084812,0,2.0,0.0,244.0,13,23,complete,1,10021.383333333333,109.08333333333333,1381.3833333333334,166.85,"{'Part_Desc_': 'Punch Holder', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 350.0}",deviant
Case238,Turning & Milling,2012-01-08 03:12:38,2012-01-08 12:12:46,2012-01-08 23:02:46,ID4167,98,0.6491904394757132,1,54.0,0.0,643.0,11,8,complete,1,9144.75,774.9166666666666,504.75,158.18333333333334,"{'Part_Desc_': 'Electrical Contact', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 320.0}",regular
Case148,Packing,2012-01-08 06:52:52,2012-01-08 22:04:52,2012-01-08 23:04:52,ID4932,102,0.03932151117964534,2,1.0,0.0,75.0,3,8,complete,1,9174.35,541.4833333333333,534.35,133.81666666666666,"{'Part_Desc_': 'Piston', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 78.0}",deviant
87_CF,Turning & Milling,2012-01-08 15:07:48,2012-01-08 20:16:02,2012-01-08 23:09:07,ID4820,107,0.6491904394757132,1,1.0,0.0,1.0,3,17,complete,1,9680.683333333332,1322.6833333333334,1040.6833333333334,173.08333333333334,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'B', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
2_CF,Turning & Milling Q.C.,2012-01-08 15:44:41,2012-01-08 20:44:41,2012-01-08 23:16:25,ID4163,108,0.17424826522744796,2,1.0,0.0,159.00000139,1,15,complete,1,9584.683333333332,9584.683333333332,944.6833333333333,151.73333333333332,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 40.000000876}",deviant
Case269,Turning & Milling Q.C.,2012-01-08 18:58:44,2012-01-08 22:24:37,2012-01-08 23:37:37,ID4287,108,0.17424826522744796,1,11.999999999999998,0.0,60.0,6,19,complete,1,9831.133333333333,287.4,1191.1333333333334,156.93333333333334,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 12.0}",regular
Case196,Grinding Rework,2012-01-08 20:44:41,2012-01-08 21:47:04,2012-01-08 23:44:04,ID4528,107,0.01233616037008481,0,1.0,0.0,117.00000000000001,2,21,complete,1,9947.066666666668,449.76666666666665,1307.0666666666666,177.76666666666668,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 40.0}",deviant
Case211,Packing,2012-01-08 20:16:02,2012-01-08 23:09:07,2012-01-09 00:09:07,ID4820,107,0.03932151117964534,1,67.0,0.0,60.00000000000001,9,22,complete,1,9995.583333333334,442.95,1355.5833333333333,158.28333333333333,"{'Part_Desc_': 'Spur Gear', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 84.0}",regular
Case155,Final Inspection Q.C.,2012-01-08 20:25:33,2012-01-08 22:32:14,2012-01-09 00:10:14,ID4618,107,0.2027756360832691,1,48.0,0.0,60.0,10,22,complete,1,9973.533333333333,185.98333333333332,1333.5333333333333,185.65,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 48.0}",regular
Case225,Round Grinding,2012-01-08 21:48:33,2012-01-09 00:00:18,2012-01-09 00:29:18,ID4445,109,0.4379336931380108,0,20.0,0.0,75.0,9,0,complete,1,10080.3,271.21666666666664,0.3,175.75,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 185.00000000000003}",deviant
Case11,Turning & Milling Q.C.,2012-01-08 20:16:41,2012-01-08 23:37:37,2012-01-09 00:31:37,ID4287,107,0.17424826522744796,1,97.0,0.0,178.0,3,21,complete,1,9930.75,368.1666666666667,1290.75,179.71666666666667,"{'Part_Desc_': 'Spur Gear', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 100.0}",regular
46_CF,Turning Q.C.,2012-01-08 05:32:25,2012-01-08 22:38:18,2012-01-09 00:46:01,ID4794,101,0,3,1.0,0.0,1.0,5,10,complete,1,9247.283333333333,425.5,607.2833333333333,127.71666666666667,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'B', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case248,Lapping,2012-01-08 20:08:20,2012-01-08 23:04:27,2012-01-09 00:51:27,ID4882,108,0.12336160370084812,1,22.0,0.0,279.0,9,23,complete,1,10024.45,358.8,1384.45,181.41666666666666,"{'Part_Desc_': 'Housing', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 24.0}",regular
83_CF,Turning & Milling,2012-01-08 13:07:46,2012-01-08 21:55:13,2012-01-09 01:00:32,ID3846,105,0.6491904394757132,2,1.0,0.0,1.0,4,15,complete,1,9553.2,370.3666666666667,913.2,185.31666666666666,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'B', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
41_CF,Turning & Milling,2012-01-05 05:31:41,2012-01-08 22:36:51,2012-01-09 01:23:41,ID4219,66,0.6491904394757132,31,1.0,0.0,120.00000576000001,2,6,complete,1,4731.8,2400.6,411.8,166.83333333333334,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
0_CF,other,2012-01-08 08:16:46,2012-01-08 23:04:52,2012-01-09 01:31:21,ID4932,102,0.0,2,1.0,0.0,71.00000145,8,11,complete,1,9335.6,328.43333333333334,695.6,146.48333333333332,"{'Part_Desc_': 'Housing', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 4.999999758}",deviant
Case215,Packing,2012-01-08 22:17:14,2012-01-09 00:42:43,2012-01-09 01:42:43,ID4820,109,0.03932151117964534,0,108.0,0.0,75.0,11,0,complete,1,10122.716666666667,361.48333333333335,42.71666666666667,201.13333333333333,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 108.00000000000001}",regular
Case249,Turning & Milling,2012-01-08 19:34:23,2012-01-08 20:52:39,2012-01-09 01:44:39,ID0997,107,0.6491904394757132,0,62.0,0.0,59.99999999999999,4,20,complete,1,9892.65,568.25,1252.65,191.2,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 64.0}",regular
52_CF,Turning,2012-01-08 17:35:41,2012-01-08 22:59:31,2012-01-09 01:46:20,ID4872,109,0,1,1.0,0.0,1.0,11,20,complete,1,9886.25,595.4,1246.25,166.81666666666666,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
49_CF,Turning & Milling Q.C.,2012-01-08 16:23:43,2012-01-08 23:16:25,2012-01-09 01:46:22,ID4163,109,0.17424826522744796,3,1.0,0.0,159.00000139,1,16,complete,1,9623.716666666667,9623.716666666667,983.7166666666667,149.95,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 40.000000876}",deviant
Case241,Turning & Milling,2012-01-08 07:57:41,2012-01-08 23:02:46,2012-01-09 02:33:46,ID4167,102,0.6491904394757132,0,1.0,0.0,211.0,3,9,complete,1,9192.233333333334,149.55,552.2333333333333,196.48333333333332,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 16.0}",regular
Case178,Grinding Rework,2012-01-08 19:07:31,2012-01-09 01:46:20,2012-01-09 02:54:20,ID4872,107,0.01233616037008481,1,2.0,0.0,299.0,17,21,complete,1,9956.216666666667,485.7,1316.2166666666667,192.16666666666666,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 250.0}",deviant
12_CF,Turning & Milling Q.C.,2012-01-08 22:35:51,2012-01-09 00:31:37,2012-01-09 03:02:46,ID4287,109,0.17424826522744796,1,1.0,0.0,120.00000576000001,4,0,complete,1,10082.616666666667,5530.716666666666,2.6166666666666667,151.15,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
Case250,Laser Marking,2012-01-08 21:05:52,2012-01-09 02:17:50,2012-01-09 03:32:50,ID0998,108,0.06090979182729375,0,32.0,0.0,60.0,7,2,complete,1,10217.833333333334,1525.4666666666667,137.83333333333334,135.7,"{'Part_Desc_': 'Barrel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 32.0}",regular
Case188,Round Grinding,2012-01-08 23:02:23,2012-01-09 00:39:57,2012-01-09 03:34:57,ID4445,110,0.4379336931380108,0,2.0,0.0,244.0,14,0,complete,1,10119.95,98.56666666666666,39.95,185.45,"{'Part_Desc_': 'Punch Holder', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 350.0}",deviant
Case187,Round Grinding,2012-01-08 11:28:10,2012-01-08 20:20:19,2012-01-09 03:40:19,ID4385,104,0.4379336931380108,0,2.0,0.0,361.0,13,14,complete,1,9515.666666666666,415.5,875.6666666666666,154.13333333333333,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 200.0}",deviant
Case155,Final Inspection Q.C.,2012-01-09 00:10:14,2012-01-09 02:26:09,2012-01-09 03:41:09,ID4618,109,0.2027756360832691,0,48.0,0.0,60.0,11,2,complete,1,10226.15,252.61666666666667,146.15,179.05,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 48.0}",regular
Case269,Turning & Milling,2012-01-08 23:37:37,2012-01-09 01:44:39,2012-01-09 03:44:39,ID0997,110,0.6491904394757132,0,11.999999999999998,0.0,60.0,7,0,complete,1,10101.666666666666,270.53333333333336,21.666666666666668,175.83333333333334,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 12.0}",regular
Case265,Round Grinding,2012-01-08 20:24:31,2012-01-09 02:54:20,2012-01-09 03:53:20,ID4872,107,0.4379336931380108,1,8.0,0.0,75.0,10,23,complete,1,10049.05,570.4333333333333,1409.05,150.01666666666668,"{'Part_Desc_': 'O-Ring', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 9.0}",regular
77_CF,Turning & Milling,2012-01-08 16:17:13,2012-01-09 01:00:32,2012-01-09 04:01:32,ID3846,108,0.6491904394757132,2,1.0,0.0,1.0,4,19,complete,1,9782.55,370.8,1142.55,181.0,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'B', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case225,Lapping,2012-01-09 00:29:18,2012-01-09 02:54:35,2012-01-09 04:09:35,ID4882,109,0.12336160370084812,0,20.0,0.0,75.0,10,2,complete,1,10254.583333333334,174.28333333333333,174.58333333333334,200.5,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 185.00000000000003}",deviant
42_CF,Turning & Milling,2012-01-05 09:07:47,2012-01-09 01:23:41,2012-01-09 04:12:29,ID4219,70,0.6491904394757132,32,1.0,0.0,120.00000576000001,2,10,complete,1,4946.433333333333,2600.483333333333,626.4333333333333,168.8,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
Case148,Final Inspection Q.C.,2012-01-08 23:04:52,2012-01-09 03:02:46,2012-01-09 04:17:46,ID4287,110,0.2027756360832691,1,1.0,0.0,75.0,4,0,complete,1,10126.133333333333,951.7833333333333,46.13333333333333,131.31666666666666,"{'Part_Desc_': 'Piston', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 78.0}",deviant
Case258,Turning & Milling,2012-01-08 11:05:16,2012-01-09 00:46:01,2012-01-09 04:30:01,ID4794,105,0.6491904394757132,5,1.0,0.0,309.0,1,11,complete,1,9305.266666666666,9305.266666666666,665.2666666666667,187.46666666666667,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 50.0}",regular
38_CF,Turning,2012-01-08 22:59:31,2012-01-09 01:42:43,2012-01-09 04:42:29,ID4820,110,0,1,1.0,0.0,1.0,12,1,complete,1,10163.6,351.98333333333335,83.6,179.76666666666668,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case231,Round Grinding,2012-01-08 20:20:19,2012-01-08 23:44:04,2012-01-09 04:43:04,ID4528,107,0.4379336931380108,0,2.0,0.0,30.0,5,22,complete,1,9972.266666666666,551.95,1332.2666666666667,184.73333333333332,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 20.0}",regular
22_CF,Turning & Milling,2012-01-08 05:32:48,2012-01-09 02:33:46,2012-01-09 04:46:37,ID4167,101,0.6491904394757132,1,1.0,0.0,343.99999722,5,10,complete,1,9280.8,865.9333333333333,640.8,132.85,"{'Part_Desc_': 'Punch Holder', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 350.000000815}",regular
50_CF,Turning & Milling Q.C.,2012-01-08 17:12:20,2012-01-09 01:46:22,2012-01-09 04:53:58,ID4163,109,0.17424826522744796,4,1.0,0.0,159.00000139,1,17,complete,1,9672.333333333334,9672.333333333334,1032.3333333333333,187.6,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 40.000000876}",deviant
Case194,Turning & Milling,2012-01-08 17:11:23,2012-01-08 18:30:14,2012-01-09 05:07:14,ID4132,108,0.6491904394757132,0,1.0,0.0,538.0,5,18,complete,1,9750.233333333334,463.1166666666667,1110.2333333333333,145.55,"{'Part_Desc_': 'Socket', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 40.0}",regular
Case215,Final Inspection Q.C.,2012-01-09 01:42:43,2012-01-09 03:52:36,2012-01-09 05:07:36,ID4618,111,0.2027756360832691,0,108.0,0.0,75.0,12,3,complete,1,10312.6,189.88333333333333,232.6,186.51666666666668,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 108.00000000000001}",regular
Case13,Turning,2012-01-08 19:49:21,2012-01-09 04:01:32,2012-01-09 05:31:32,ID3846,108,0,2,20.0,0.0,75.0,1,19,complete,1,9829.35,9829.35,1189.35,182.95,"{'Part_Desc_': 'Spur Gear', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 20.0}",regular
Case178,Grinding Rework,2012-01-09 02:54:20,2012-01-09 05:18:34,2012-01-09 05:36:34,ID4872,111,0.01233616037008481,1,2.0,0.0,299.0,18,5,complete,1,10398.566666666668,442.35,318.56666666666666,207.6,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 250.0}",deviant
Case27,Turning & Milling,2012-01-09 02:09:09,2012-01-09 03:44:39,2012-01-09 05:38:39,ID0997,112,0.6491904394757132,0,12.0,0.0,158.0,1,2,complete,1,10209.15,10209.15,129.15,180.33333333333334,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 12.0}",regular
Case269,Turning & Milling Q.C.,2012-01-09 03:44:39,2012-01-09 04:34:50,2012-01-09 05:44:50,ID4287,112,0.17424826522744796,0,11.999999999999998,0.0,60.0,8,4,complete,1,10354.833333333334,253.16666666666666,274.8333333333333,168.38333333333333,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 12.0}",regular
Case210,Turning & Milling,2012-01-07 18:18:17,2012-01-08 20:57:27,2012-01-09 05:57:27,ID4529,94,0.6491904394757132,0,21.0,0.0,234.00000000000003,7,1,complete,1,8733.766666666666,972.3333333333334,93.76666666666667,132.38333333333333,"{'Part_Desc_': 'Spur Gear', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 85.0}",regular
Case248,Round Grinding,2012-01-09 00:51:27,2012-01-09 03:34:57,2012-01-09 05:58:57,ID4445,109,0.4379336931380108,0,22.0,0.0,279.0,10,3,complete,1,10284.516666666666,260.06666666666666,204.51666666666668,205.56666666666666,"{'Part_Desc_': 'Housing', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 24.0}",regular
Case20,Turning & Milling,2012-01-08 12:12:46,2012-01-09 04:46:37,2012-01-09 06:15:37,ID4167,104,0.6491904394757132,3,2.0,0.0,17.0,2,13,complete,1,9430.25,616.3333333333334,790.25,180.4,"{'Part_Desc_': 'Punch Plate', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 170.0}",deviant
Case185,Round Grinding,2012-01-08 20:40:20,2012-01-09 03:40:19,2012-01-09 06:22:19,ID4385,107,0.4379336931380108,0,7.0,0.0,60.0,13,23,complete,1,10039.516666666666,291.3,1399.5166666666667,176.46666666666667,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 17.0}",deviant
33_CF,Turning Q.C.,2012-01-08 07:35:49,2012-01-09 04:30:01,2012-01-09 06:26:25,ID4794,102,0,5,1.0,0.0,1.0,5,11,complete,1,9308.25,454.55,668.25,116.4,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'B', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case265,Round Grinding,2012-01-09 03:53:20,2012-01-09 06:05:05,2012-01-09 06:33:05,ID4872,112,0.4379336931380108,0,8.0,0.0,75.0,11,6,complete,1,10445.083333333334,396.03333333333336,365.0833333333333,167.48333333333332,"{'Part_Desc_': 'O-Ring', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 9.0}",regular
44_CF,Turning & Milling,2012-01-05 12:37:41,2012-01-09 04:12:29,2012-01-09 06:54:19,ID4219,70,0.6491904394757132,32,1.0,0.0,120.00000576000001,2,13,complete,1,5155.133333333333,2739.8,835.1333333333333,161.83333333333334,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
Case26,Turning & Milling,2012-01-08 20:53:53,2012-01-09 06:15:37,2012-01-09 06:55:37,ID4167,108,0.6491904394757132,3,12.0,0.0,296.0,1,20,complete,1,9893.883333333333,9893.883333333333,1253.8833333333334,177.53333333333333,"{'Part_Desc_': 'Plug', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 13.0}",regular
Case148,other,2012-01-09 04:17:46,2012-01-09 05:44:50,2012-01-09 06:59:50,ID4287,113,0.0,0,1.0,0.0,75.0,5,5,complete,1,10413.233333333334,287.1,333.23333333333335,132.28333333333333,"{'Part_Desc_': 'Piston', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 78.0}",deviant
Case256,Turning,2012-01-08 11:21:58,2012-01-09 01:31:21,2012-01-09 07:24:21,ID4932,104,0,2,1.0,0.0,232.00000000000003,2,12,complete,1,9392.75,211.91666666666666,752.75,186.95,"{'Part_Desc_': 'Spinner', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 100.0}",regular
52_CF,Turning,2012-01-09 01:46:20,2012-01-09 04:42:29,2012-01-09 07:33:53,ID4820,111,0,0,1.0,0.0,1.0,12,3,complete,1,10313.383333333333,427.1333333333333,233.38333333333333,171.4,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
78_CF,Turning & Milling Q.C.,2012-01-08 18:46:11,2012-01-09 04:53:58,2012-01-09 07:43:48,ID4163,108,0.17424826522744796,3,1.0,0.0,159.00000139,1,18,complete,1,9766.183333333332,9766.183333333332,1126.1833333333334,169.83333333333334,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 40.000000876}",deviant
Case11,Turning & Milling,2012-01-09 00:31:37,2012-01-09 01:34:41,2012-01-09 08:06:41,ID4641,109,0.6491904394757132,0,97.0,0.0,178.0,4,1,complete,1,10174.683333333332,243.93333333333334,94.68333333333334,177.76666666666668,"{'Part_Desc_': 'Spur Gear', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 100.0}",regular
Case225,Lapping,2012-01-09 04:09:35,2012-01-09 07:18:44,2012-01-09 08:13:44,ID0998,112,0.12336160370084812,0,20.0,0.0,75.0,11,7,complete,1,10518.733333333334,264.15,438.73333333333335,193.4,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 185.00000000000003}",deviant
81_CF,Turning & Milling,2012-01-08 19:16:02,2012-01-09 05:31:32,2012-01-09 08:20:30,ID3846,107,0.6491904394757132,3,1.0,0.0,1.0,4,21,complete,1,9918.75,396.35,1278.75,168.96666666666667,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'B', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
59_CF,Turning Q.C.,2012-01-08 09:38:17,2012-01-09 06:26:25,2012-01-09 08:20:31,ID4794,104,0,5,1.0,0.0,1.0,5,12,complete,1,9371.883333333333,497.8333333333333,731.8833333333333,114.1,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'B', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case206,Packing,2012-01-08 08:02:48,2012-01-09 07:24:21,2012-01-09 08:24:21,ID4932,102,0.03932151117964534,2,6.0,0.0,100.0,8,14,complete,1,9503.666666666666,683.7,863.6666666666666,114.6,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 21.0}",regular
0_CF,Final Inspection Q.C.,2012-01-09 01:31:21,2012-01-09 05:58:57,2012-01-09 08:25:40,ID4445,110,0.2027756360832691,0,1.0,0.0,71.00000145,9,3,complete,1,10295.85,960.25,215.85,146.71666666666667,"{'Part_Desc_': 'Housing', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 4.999999758}",deviant
Case235,Turning & Milling,2012-01-08 17:48:05,2012-01-09 05:07:14,2012-01-09 08:29:14,ID4132,109,0.6491904394757132,0,1.0,0.0,330.0,4,19,complete,1,9821.066666666668,395.01666666666665,1181.0666666666666,184.13333333333333,"{'Part_Desc_': 'Flange Bolt', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 13.0}",regular
