,trace_id,amount,prefix_1,Unnamed: 0_1,event_nr_1,hour_1,lifecycle:transition_1,month_1,org:resource_1,queue_1,relative_timestamp_from_previous_activity_1,relative_timestamp_from_start_1,start:timestamp_1,time:timestamp_1,timesincecasestart_1,timesincelastevent_1,timesincemidnight_1,weekday_1,prefix_2,Unnamed: 0_2,event_nr_2,hour_2,lifecycle:transition_2,month_2,org:resource_2,queue_2,relative_timestamp_from_previous_activity_2,relative_timestamp_from_start_2,start:timestamp_2,time:timestamp_2,timesincecasestart_2,timesincelastevent_2,timesincemidnight_2,weekday_2,prefix_3,Unnamed: 0_3,event_nr_3,hour_3,lifecycle:transition_3,month_3,org:resource_3,queue_3,relative_timestamp_from_previous_activity_3,relative_timestamp_from_start_3,start:timestamp_3,time:timestamp_3,timesincecasestart_3,timesincelastevent_3,timesincemidnight_3,weekday_3,prefix_4,Unnamed: 0_4,event_nr_4,hour_4,lifecycle:transition_4,month_4,org:resource_4,queue_4,relative_timestamp_from_previous_activity_4,relative_timestamp_from_start_4,start:timestamp_4,time:timestamp_4,timesincecasestart_4,timesincelastevent_4,timesincemidnight_4,weekday_4,prefix_5,Unnamed: 0_5,event_nr_5,hour_5,lifecycle:transition_5,month_5,org:resource_5,queue_5,relative_timestamp_from_previous_activity_5,relative_timestamp_from_start_5,start:timestamp_5,time:timestamp_5,timesincecasestart_5,timesincelastevent_5,timesincemidnight_5,weekday_5,prefix_6,Unnamed: 0_6,event_nr_6,hour_6,lifecycle:transition_6,month_6,org:resource_6,queue_6,relative_timestamp_from_previous_activity_6,relative_timestamp_from_start_6,start:timestamp_6,time:timestamp_6,timesincecasestart_6,timesincelastevent_6,timesincemidnight_6,weekday_6,prefix_7,Unnamed: 0_7,event_nr_7,hour_7,lifecycle:transition_7,month_7,org:resource_7,queue_7,relative_timestamp_from_previous_activity_7,relative_timestamp_from_start_7,start:timestamp_7,time:timestamp_7,timesincecasestart_7,timesincelastevent_7,timesincemidnight_7,weekday_7,prefix_8,Unnamed: 0_8,event_nr_8,hour_8,lifecycle:transition_8,month_8,org:resource_8,queue_8,relative_timestamp_from_previous_activity_8,relative_timestamp_from_start_8,start:timestamp_8,time:timestamp_8,timesincecasestart_8,timesincelastevent_8,timesincemidnight_8,weekday_8,prefix_9,Unnamed: 0_9,event_nr_9,hour_9,lifecycle:transition_9,month_9,org:resource_9,queue_9,relative_timestamp_from_previous_activity_9,relative_timestamp_from_start_9,start:timestamp_9,time:timestamp_9,timesincecasestart_9,timesincelastevent_9,timesincemidnight_9,weekday_9,prefix_10,Unnamed: 0_10,event_nr_10,hour_10,lifecycle:transition_10,month_10,org:resource_10,queue_10,relative_timestamp_from_previous_activity_10,relative_timestamp_from_start_10,start:timestamp_10,time:timestamp_10,timesincecasestart_10,timesincelastevent_10,timesincemidnight_10,weekday_10,prefix_11,Unnamed: 0_11,event_nr_11,hour_11,lifecycle:transition_11,month_11,org:resource_11,queue_11,relative_timestamp_from_previous_activity_11,relative_timestamp_from_start_11,start:timestamp_11,time:timestamp_11,timesincecasestart_11,timesincelastevent_11,timesincemidnight_11,weekday_11,prefix_12,Unnamed: 0_12,event_nr_12,hour_12,lifecycle:transition_12,month_12,org:resource_12,queue_12,relative_timestamp_from_previous_activity_12,relative_timestamp_from_start_12,start:timestamp_12,time:timestamp_12,timesincecasestart_12,timesincelastevent_12,timesincemidnight_12,weekday_12,prefix_13,Unnamed: 0_13,event_nr_13,hour_13,lifecycle:transition_13,month_13,org:resource_13,queue_13,relative_timestamp_from_previous_activity_13,relative_timestamp_from_start_13,start:timestamp_13,time:timestamp_13,timesincecasestart_13,timesincelastevent_13,timesincemidnight_13,weekday_13,prefix_14,Unnamed: 0_14,event_nr_14,hour_14,lifecycle:transition_14,month_14,org:resource_14,queue_14,relative_timestamp_from_previous_activity_14,relative_timestamp_from_start_14,start:timestamp_14,time:timestamp_14,timesincecasestart_14,timesincelastevent_14,timesincemidnight_14,weekday_14,prefix_15,Unnamed: 0_15,event_nr_15,hour_15,lifecycle:transition_15,month_15,org:resource_15,queue_15,relative_timestamp_from_previous_activity_15,relative_timestamp_from_start_15,start:timestamp_15,time:timestamp_15,timesincecasestart_15,timesincelastevent_15,timesincemidnight_15,weekday_15,prefix_16,Unnamed: 0_16,event_nr_16,hour_16,lifecycle:transition_16,month_16,org:resource_16,queue_16,relative_timestamp_from_previous_activity_16,relative_timestamp_from_start_16,start:timestamp_16,time:timestamp_16,timesincecasestart_16,timesincelastevent_16,timesincemidnight_16,weekday_16,prefix_17,Unnamed: 0_17,event_nr_17,hour_17,lifecycle:transition_17,month_17,org:resource_17,queue_17,relative_timestamp_from_previous_activity_17,relative_timestamp_from_start_17,start:timestamp_17,time:timestamp_17,timesincecasestart_17,timesincelastevent_17,timesincemidnight_17,weekday_17,prefix_18,Unnamed: 0_18,event_nr_18,hour_18,lifecycle:transition_18,month_18,org:resource_18,queue_18,relative_timestamp_from_previous_activity_18,relative_timestamp_from_start_18,start:timestamp_18,time:timestamp_18,timesincecasestart_18,timesincelastevent_18,timesincemidnight_18,weekday_18,prefix_19,Unnamed: 0_19,event_nr_19,hour_19,lifecycle:transition_19,month_19,org:resource_19,queue_19,relative_timestamp_from_previous_activity_19,relative_timestamp_from_start_19,start:timestamp_19,time:timestamp_19,timesincecasestart_19,timesincelastevent_19,timesincemidnight_19,weekday_19,prefix_20,Unnamed: 0_20,event_nr_20,hour_20,lifecycle:transition_20,month_20,org:resource_20,queue_20,relative_timestamp_from_previous_activity_20,relative_timestamp_from_start_20,start:timestamp_20,time:timestamp_20,timesincecasestart_20,timesincelastevent_20,timesincemidnight_20,weekday_20,label
128,GEN128,15925.2705078125,A_SUBMITTED,,,,,,E,,,113143.1015625,,1664801889.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,113143.1015625,,1664805766.0,,,,,W_Assess_fraud,,,,,,A,,,113143.1015625,,1664953972.0,,,,,A_PREACCEPTED,,,,,,E,,,113143.1015625,,1664973199.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,113143.1015625,,1665088099.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,113143.1015625,,1665236740.0,,,,,A_ACCEPTED,,,,,,E,,,113143.1015625,,1665237738.0,,,,,A_FINALIZED,,,,,,E,,,113143.1015625,,1665243447.0,,,,,O_SELECTED,,,,,,C,,,113143.1015625,,1665252833.0,,,,,O_CREATED,,,,,,C,,,113143.1015625,,1665262488.0,,,,,O_SENT,,,,,,C,,,113143.1015625,,1665274173.0,,,,,W_Call_after_offer,,,,,,A,,,113143.1015625,,1665416946.0,,,,,W_Call_after_offer,,,,,,A,,,113143.1015625,,1665547986.0,,,,,W_Call_after_offer,,,,,,A,,,113143.1015625,,1665625349.0000002,,,,,O_SELECTED,,,,,,C,,,113143.1015625,,1665636449.0,,,,,O_CREATED,,,,,,C,,,113143.1015625,,1665636449.0,,,,,O_SENT,,,,,,C,,,113143.1015625,,1665646696.0,,,,,W_Call_after_offer,,,,,,A,,,113143.1015625,,1665735909.0,,,,,A_DECLINED,,,,,,D,,,113143.1015625,,1665767952.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
129,GEN129,18215.6171875,A_SUBMITTED,,,,,,E,,,101167.375,,1664083149.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,101167.375,,1664083149.0,,,,,W_Assess_fraud,,,,,,A,,,101167.375,,1664206171.0,,,,,A_PREACCEPTED,,,,,,E,,,101167.375,,1664206171.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,101167.375,,1664336170.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,101167.375,,1664457693.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,101167.375,,1664584936.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,101167.375,,1664734725.0,,,,,A_ACCEPTED,,,,,,E,,,101167.375,,1664734725.0,,,,,A_FINALIZED,,,,,,E,,,101167.375,,1664734725.0000002,,,,,O_SELECTED,,,,,,C,,,101167.375,,1664741947.0,,,,,O_CREATED,,,,,,C,,,101167.375,,1664749944.0,,,,,O_SENT,,,,,,C,,,101167.375,,1664760550.0,,,,,W_Call_after_offer,,,,,,A,,,101167.375,,1664889944.0,,,,,W_Call_after_offer,,,,,,A,,,101167.375,,1664985419.0,,,,,W_Call_after_offer,,,,,,A,,,101167.375,,1665129304.0,,,,,W_Call_after_offer,,,,,,A,,,101167.375,,1665247817.0,,,,,W_Call_after_offer,,,,,,A,,,101167.375,,1665347409.0,,,,,W_Call_after_offer,,,,,,A,,,101167.375,,1665431315.0,,,,,W_Call_after_offer,,,,,,A,,,101167.375,,1665511551.0,,,,,regular
130,GEN130,17155.3203125,A_SUBMITTED,,,,,,E,,,117661.6953125,,1665071841.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,117661.6953125,,1665075191.0,,,,,W_Assess_fraud,,,,,,A,,,117661.6953125,,1665260864.0,,,,,A_PREACCEPTED,,,,,,E,,,117661.6953125,,1665290633.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,117661.6953125,,1665496383.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,117661.6953125,,1665715097.0,,,,,A_ACCEPTED,,,,,,D,,,117661.6953125,,1665715097.0,,,,,A_FINALIZED,,,,,,E,,,117661.6953125,,1665720174.0,,,,,O_SELECTED,,,,,,C,,,117661.6953125,,1665725806.0,,,,,O_CREATED,,,,,,C,,,117661.6953125,,1665733049.0000002,,,,,O_SENT,,,,,,C,,,117661.6953125,,1665758636.0,,,,,W_Call_after_offer,,,,,,A,,,117661.6953125,,1665995742.9999998,,,,,W_Call_after_offer,,,,,,A,,,117661.6953125,,1666233281.0,,,,,W_Call_after_offer,,,,,,A,,,117661.6953125,,1666483471.0,,,,,W_Call_after_offer,,,,,,A,,,117661.6953125,,1666761364.0,,,,,W_Call_after_offer,,,,,,A,,,117661.6953125,,1666953051.0,,,,,W_Call_after_offer,,,,,,A,,,117661.6953125,,1667108797.0,,,,,W_Assess_application,,,,,,A,,,117661.6953125,,1667386410.9999998,,,,,W_Assess_application,,,,,,A,,,117661.6953125,,1667758995.0000002,,,,,A_DECLINED,,,,,,D,,,117661.6953125,,1667861146.0000002,,,,,regular
131,GEN131,18729.046875,A_SUBMITTED,,,,,,E,,,120088.6328125,,1665217191.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,120088.6328125,,1665221855.0,,,,,W_Assess_fraud,,,,,,A,,,120088.6328125,,1665411542.0,,,,,A_PREACCEPTED,,,,,,E,,,120088.6328125,,1665422005.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,120088.6328125,,1665616508.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,120088.6328125,,1665794067.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,120088.6328125,,1665975644.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,120088.6328125,,1666168941.0,,,,,A_ACCEPTED,,,,,,E,,,120088.6328125,,1666190415.0,,,,,A_FINALIZED,,,,,,E,,,120088.6328125,,1666192584.0,,,,,O_SELECTED,,,,,,C,,,120088.6328125,,1666200547.0,,,,,O_CREATED,,,,,,C,,,120088.6328125,,1666213904.0,,,,,O_SENT,,,,,,C,,,120088.6328125,,1666271814.0,,,,,W_Call_after_offer,,,,,,A,,,120088.6328125,,1666593203.0,,,,,W_Call_after_offer,,,,,,D,,,120088.6328125,,1666850867.9999998,,,,,A_DECLINED,,,,,,D,,,120088.6328125,,1667002815.0,,,,,0,,,,,,0,,,49805.12109375,,1661806399.9999998,,,,,0,,,,,,0,,,49805.12109375,,1661902904.0,,,,,0,,,,,,0,,,49805.12109375,,1662023352.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
132,GEN132,21304.607421875,A_SUBMITTED,,,,,,E,,,97222.453125,,1663850354.0,,,,,A_PARTLYSUBMITTED,,,,,,D,,,97222.453125,,1663851291.0,,,,,W_Assess_fraud,,,,,,A,,,97222.453125,,1663934776.0,,,,,A_PREACCEPTED,,,,,,E,,,97222.453125,,1663946442.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,97222.453125,,1664066754.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,97222.453125,,1664177269.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,97222.453125,,1664286274.0,,,,,A_ACCEPTED,,,,,,E,,,97222.453125,,1664313210.0,,,,,A_FINALIZED,,,,,,E,,,97222.453125,,1664320162.0,,,,,O_SELECTED,,,,,,C,,,97222.453125,,1664328652.0,,,,,O_CREATED,,,,,,C,,,97222.453125,,1664337221.0,,,,,O_SENT,,,,,,C,,,97222.453125,,1664345858.0,,,,,W_Call_after_offer,,,,,,A,,,97222.453125,,1664396104.0,,,,,W_Call_after_offer,,,,,,A,,,97222.453125,,1664548826.0,,,,,W_Call_after_offer,,,,,,A,,,97222.453125,,1664697269.0,,,,,W_Call_after_offer,,,,,,A,,,97222.453125,,1664797335.0,,,,,W_Call_after_offer,,,,,,A,,,97222.453125,,1664869176.0,,,,,W_Call_after_offer,,,,,,A,,,97222.453125,,1664945879.0,,,,,O_SELECTED,,,,,,C,,,97222.453125,,1665029980.0,,,,,O_SELECTED,,,,,,C,,,97222.453125,,1665110323.9999998,,,,,regular
133,GEN133,19929.572265625,A_SUBMITTED,,,,,,E,,,124395.9375,,1665475017.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,124395.9375,,1665478117.0,,,,,W_Assess_fraud,,,,,,A,,,124395.9375,,1665660909.0,,,,,A_PREACCEPTED,,,,,,E,,,124395.9375,,1665678722.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,124395.9375,,1665875224.0,,,,,A_CANCELLED,,,,,,E,,,124395.9375,,1665894875.0,,,,,0,,,,,,0,,,49805.12109375,,1661454440.0,,,,,0,,,,,,0,,,49805.12109375,,1661616410.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661722831.0,,,,,0,,,,,,0,,,49805.12109375,,1661741263.0,,,,,0,,,,,,0,,,49805.12109375,,1661757591.0,,,,,0,,,,,,0,,,49805.12109375,,1661806399.9999998,,,,,0,,,,,,0,,,49805.12109375,,1661902904.0,,,,,0,,,,,,0,,,49805.12109375,,1662023352.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
134,GEN134,18154.8203125,A_SUBMITTED,,,,,,E,,,103004.8828125,,1664191553.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,103004.8828125,,1664195094.0,,,,,W_Assess_fraud,,,,,,A,,,103004.8828125,,1664354895.0,,,,,A_PREACCEPTED,,,,,,E,,,103004.8828125,,1664368014.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,103004.8828125,,1664529339.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,103004.8828125,,1664700209.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,103004.8828125,,1664864297.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,103004.8828125,,1665023700.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,103004.8828125,,1665185671.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,103004.8828125,,1665364711.0,,,,,A_DECLINED,,,,,,D,,,103004.8828125,,1665377241.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661722831.0,,,,,0,,,,,,0,,,49805.12109375,,1661741263.0,,,,,0,,,,,,0,,,49805.12109375,,1661757591.0,,,,,0,,,,,,0,,,49805.12109375,,1661806399.9999998,,,,,0,,,,,,0,,,49805.12109375,,1661902904.0,,,,,0,,,,,,0,,,49805.12109375,,1662023352.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
135,GEN135,20330.08203125,A_SUBMITTED,,,,,,E,,,119318.3515625,,1665171578.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,119318.3515625,,1665173674.0,,,,,W_Assess_fraud,,,,,,A,,,119318.3515625,,1665350138.0,,,,,A_PREACCEPTED,,,,,,E,,,119318.3515625,,1665352769.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,119318.3515625,,1665502180.0,,,,,A_DECLINED,,,,,,E,,,119318.3515625,,1665503839.0,,,,,0,,,,,,0,,,49805.12109375,,1661454440.0,,,,,0,,,,,,0,,,49805.12109375,,1661616410.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661722831.0,,,,,0,,,,,,0,,,49805.12109375,,1661741263.0,,,,,0,,,,,,0,,,49805.12109375,,1661757591.0,,,,,0,,,,,,0,,,49805.12109375,,1661806399.9999998,,,,,0,,,,,,0,,,49805.12109375,,1661902904.0,,,,,0,,,,,,0,,,49805.12109375,,1662023352.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
136,GEN136,27180.259765625,A_SUBMITTED,,,,,,E,,,139258.0,,1666373837.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,139258.0,,1666378195.0,,,,,W_Fix_incomplete_submission,,,,,,A,,,139258.0,,1666621298.0,,,,,A_PREACCEPTED,,,,,,E,,,139258.0,,1666666690.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,139258.0,,1666964745.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,139258.0,,1667296154.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,139258.0,,1667627804.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,139258.0,,1667876213.0,,,,,A_ACCEPTED,,,,,,E,,,139258.0,,1667876213.0,,,,,A_FINALIZED,,,,,,D,,,139258.0,,1667880924.9999998,,,,,O_SELECTED,,,,,,C,,,139258.0,,1667890673.0,,,,,O_CREATED,,,,,,C,,,139258.0,,1667900172.0,,,,,O_SENT,,,,,,C,,,139258.0,,1667916218.0,,,,,O_SELECTED,,,,,,C,,,139258.0,,1667916217.9999998,,,,,O_CREATED,,,,,,C,,,139258.0,,1667930127.0000002,,,,,O_SENT,,,,,,C,,,139258.0,,1667944270.0,,,,,O_SELECTED,,,,,,C,,,139258.0,,1667964126.0,,,,,O_CREATED,,,,,,C,,,139258.0,,1667974475.0,,,,,O_SENT,,,,,,C,,,139258.0,,1668004826.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
137,GEN137,17974.00390625,A_SUBMITTED,,,,,,E,,,92715.6484375,,1663574199.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,92715.6484375,,1663575369.0,,,,,W_Assess_fraud,,,,,,A,,,92715.6484375,,1663692951.0,,,,,A_PREACCEPTED,,,,,,E,,,92715.6484375,,1663701775.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,92715.6484375,,1663807713.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,92715.6484375,,1663912700.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,92715.6484375,,1664020667.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,92715.6484375,,1664138155.0,,,,,A_ACCEPTED,,,,,,E,,,92715.6484375,,1664243275.0,,,,,A_FINALIZED,,,,,,E,,,92715.6484375,,1664335431.0,,,,,O_SELECTED,,,,,,C,,,92715.6484375,,1664403390.0,,,,,O_CREATED,,,,,,C,,,92715.6484375,,1664412545.0,,,,,O_SENT,,,,,,C,,,92715.6484375,,1664415947.0,,,,,W_Call_after_offer,,,,,,A,,,92715.6484375,,1664444011.0,,,,,O_SENT_BACK,,,,,,C,,,92715.6484375,,1664469043.0,,,,,W_Assess_application,,,,,,A,,,92715.6484375,,1664572534.0,,,,,W_Assess_application,,,,,,A,,,92715.6484375,,1664707998.0,,,,,W_Assess_application,,,,,,A,,,92715.6484375,,1664881564.0,,,,,W_Call_missing_information,,,,,,A,,,92715.6484375,,1665077212.0,,,,,W_Call_missing_information,,,,,,A,,,92715.6484375,,1665258619.0,,,,,regular
138,GEN138,18131.71484375,A_SUBMITTED,,,,,,E,,,124411.859375,,1665476785.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,124411.859375,,1665480765.0,,,,,W_Assess_fraud,,,,,,A,,,124411.859375,,1665672391.0,,,,,A_PREACCEPTED,,,,,,E,,,124411.859375,,1665688108.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,124411.859375,,1665860963.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,124411.859375,,1666014920.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,124411.859375,,1666200866.0,,,,,A_DECLINED,,,,,,E,,,124411.859375,,1666205612.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661722831.0,,,,,0,,,,,,0,,,49805.12109375,,1661741263.0,,,,,0,,,,,,0,,,49805.12109375,,1661757591.0,,,,,0,,,,,,0,,,49805.12109375,,1661806399.9999998,,,,,0,,,,,,0,,,49805.12109375,,1661902904.0,,,,,0,,,,,,0,,,49805.12109375,,1662023352.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
139,GEN139,21543.19921875,A_SUBMITTED,,,,,,E,,,106757.4765625,,1664416709.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,106757.4765625,,1664420455.0,,,,,W_Assess_fraud,,,,,,A,,,106757.4765625,,1664613229.0,,,,,A_PREACCEPTED,,,,,,D,,,106757.4765625,,1664636700.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,106757.4765625,,1664867934.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,106757.4765625,,1665129562.0000002,,,,,W_Complete_preaccepted_appl,,,,,,A,,,106757.4765625,,1665385148.0000002,,,,,W_Complete_preaccepted_appl,,,,,,A,,,106757.4765625,,1665646646.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,106757.4765625,,1665920042.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,106757.4765625,,1666170715.0,,,,,A_CANCELLED,,,,,,A,,,106757.4765625,,1666303605.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661722831.0,,,,,0,,,,,,0,,,49805.12109375,,1661741263.0,,,,,0,,,,,,0,,,49805.12109375,,1661757591.0,,,,,0,,,,,,0,,,49805.12109375,,1661806399.9999998,,,,,0,,,,,,0,,,49805.12109375,,1661902904.0,,,,,0,,,,,,0,,,49805.12109375,,1662023352.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
140,GEN140,18419.001953125,A_SUBMITTED,,,,,,E,,,120937.015625,,1665267481.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,120937.015625,,1665269684.0,,,,,W_Assess_fraud,,,,,,A,,,120937.015625,,1665464332.0,,,,,A_PREACCEPTED,,,,,,D,,,120937.015625,,1665464332.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,120937.015625,,1665664144.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,120937.015625,,1665789150.0,,,,,A_DECLINED,,,,,,E,,,120937.015625,,1665797774.0,,,,,0,,,,,,0,,,49805.12109375,,1661616410.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661719985.0,,,,,0,,,,,,0,,,49805.12109375,,1661722831.0,,,,,0,,,,,,0,,,49805.12109375,,1661741263.0,,,,,0,,,,,,0,,,49805.12109375,,1661757591.0,,,,,0,,,,,,0,,,49805.12109375,,1661806399.9999998,,,,,0,,,,,,0,,,49805.12109375,,1661902904.0,,,,,0,,,,,,0,,,49805.12109375,,1662023352.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
141,GEN141,17960.796875,A_SUBMITTED,,,,,,E,,,136349.0,,1666192201.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,136349.0,,1666195737.0,,,,,W_Assess_fraud,,,,,,A,,,136349.0,,1666399128.0,,,,,A_PREACCEPTED,,,,,,D,,,136349.0,,1666401258.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,136349.0,,1666615665.0,,,,,A_ACCEPTED,,,,,,E,,,136349.0,,1666627846.0,,,,,A_FINALIZED,,,,,,E,,,136349.0,,1666631181.0,,,,,O_SELECTED,,,,,,C,,,136349.0,,1666638271.0,,,,,O_CREATED,,,,,,C,,,136349.0,,1666644974.0,,,,,O_SENT,,,,,,C,,,136349.0,,1666654519.9999998,,,,,W_Call_after_offer,,,,,,A,,,136349.0,,1666824865.0,,,,,W_Call_after_offer,,,,,,C,,,136349.0,,1666865346.0,,,,,O_CREATED,,,,,,C,,,136349.0,,1666885999.0000002,,,,,O_SENT,,,,,,C,,,136349.0,,1667003338.0,,,,,W_Call_after_offer,,,,,,A,,,136349.0,,1667223078.0,,,,,W_Call_after_offer,,,,,,A,,,136349.0,,1667417921.0,,,,,W_Call_after_offer,,,,,,A,,,136349.0,,1667613069.0,,,,,W_Call_after_offer,,,,,,A,,,136349.0,,1667770675.9999998,,,,,W_Call_after_offer,,,,,,A,,,136349.0,,1667881302.0,,,,,O_CREATED,,,,,,C,,,136349.0,,1667918304.0,,,,,regular
142,GEN142,17117.154296875,A_SUBMITTED,,,,,,E,,,115604.75,,1664949766.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,115604.75,,1664955288.0,,,,,W_Assess_fraud,,,,,,A,,,115604.75,,1665130121.0,,,,,A_PREACCEPTED,,,,,,E,,,115604.75,,1665148892.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,115604.75,,1665282231.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,115604.75,,1665431028.0,,,,,A_ACCEPTED,,,,,,D,,,115604.75,,1665435094.0,,,,,A_FINALIZED,,,,,,E,,,115604.75,,1665441688.0,,,,,O_SELECTED,,,,,,C,,,115604.75,,1665449504.0,,,,,O_CREATED,,,,,,C,,,115604.75,,1665456745.0,,,,,O_SENT,,,,,,C,,,115604.75,,1665469963.0,,,,,W_Call_after_offer,,,,,,A,,,115604.75,,1665638048.0,,,,,W_Call_after_offer,,,,,,A,,,115604.75,,1665797635.0,,,,,W_Call_after_offer,,,,,,A,,,115604.75,,1665948238.0,,,,,W_Call_after_offer,,,,,,A,,,115604.75,,1666098625.0,,,,,A_DECLINED,,,,,,A,,,115604.75,,1666146520.0000002,,,,,0,,,,,,0,,,49805.12109375,,1661806399.9999998,,,,,0,,,,,,0,,,49805.12109375,,1661902904.0,,,,,0,,,,,,0,,,49805.12109375,,1662023352.0,,,,,0,,,,,,0,,,49805.12109375,,1662146808.0,,,,,regular
