Case ID;concept:name;Resource;start:timestamp;time:timestamp;label;lifecycle:transition;Activity
92102;Start;Start;2016-02-25 15:28:36.000;2016-02-25 15:28:36.000;deviant;complete;Start
92102;Traer informacion estudiante - banner;5883;2016-02-25 15:28:36.000;2016-02-25 15:28:36.000;deviant;complete;Traer informacion estudiante - banner
92102;Radicar Solicitud Homologacion;5883;2016-02-25 15:28:37.000;2016-02-25 15:28:42.000;deviant;complete;Radicar Solicitud Homologacion
92102;Validar solicitud;22475;2016-02-25 15:34:12.000;2016-02-25 15:34:16.000;deviant;complete;Validar solicitud
92102;Homologacion por grupo de cursos;19019;2016-02-25 15:38:33.000;2016-02-25 15:40:54.000;deviant;complete;Homologacion por grupo de cursos
92102;Cancelar curso;19019;2016-02-25 15:38:35.000;2016-02-25 15:40:56.000;deviant;complete;Cancelar curso
92102;End;End;2016-02-25 15:40:56.000;2016-02-25 15:40:56.000;deviant;complete;End
92151;Start;Start;2016-02-25 19:20:32.000;2016-02-25 19:20:32.000;deviant;complete;Start
92151;Traer informacion estudiante - banner;12006;2016-02-25 19:20:32.000;2016-02-25 19:20:32.000;deviant;complete;Traer informacion estudiante - banner
92151;Radicar Solicitud Homologacion;12006;2016-02-25 19:20:36.000;2016-02-25 19:20:36.000;deviant;complete;Radicar Solicitud Homologacion
92151;Notificacion estudiante cancelacion soli;1;2016-03-07 16:24:10.000;2016-03-07 16:24:10.000;deviant;complete;Notificacion estudiante cancelacion soli
92151;End;End;2016-03-07 16:24:10.000;2016-03-07 16:24:10.000;deviant;complete;End
92201;Start;Start;2016-02-25 16:48:53.000;2016-02-25 16:48:53.000;deviant;complete;Start
92201;Traer informacion estudiante - banner;7897;2016-02-25 16:48:53.000;2016-02-25 16:48:53.000;deviant;complete;Traer informacion estudiante - banner
92201;Radicar Solicitud Homologacion;7897;2016-02-25 16:48:58.000;2016-02-25 17:02:53.000;deviant;complete;Radicar Solicitud Homologacion
92201;Validar solicitud;1707;2016-02-29 14:44:23.000;2016-02-29 14:59:02.000;deviant;complete;Validar solicitud
92201;Homologacion por grupo de cursos;1707;2016-03-02 11:24:08.000;2016-03-02 11:48:57.000;deviant;complete;Homologacion por grupo de cursos
92201;Revisar curso;1707;2016-03-02 11:24:09.000;2016-03-02 11:24:21.000;deviant;complete;Revisar curso
92201;Evaluacion curso;1707;2016-03-02 11:36:10.000;2016-03-02 12:00:47.000;deviant;complete;Evaluacion curso
92201;End;End;2016-03-02 12:00:47.000;2016-03-02 12:00:47.000;deviant;complete;End
92351;Start;Start;2016-02-26 05:55:16.000;2016-02-26 05:55:16.000;deviant;complete;Start
92351;Traer informacion estudiante - banner;21562;2016-02-26 05:55:16.000;2016-02-26 05:55:16.000;deviant;complete;Traer informacion estudiante - banner
92351;Radicar Solicitud Homologacion;21562;2016-02-26 05:55:23.000;2016-02-26 05:55:23.000;deviant;complete;Radicar Solicitud Homologacion
92351;Validar solicitud;22475;2016-02-26 06:13:57.000;2016-02-26 06:16:58.000;deviant;complete;Validar solicitud
92351;Cancelar Solicitud;22475;2016-02-26 06:13:58.000;2016-02-26 14:24:32.000;deviant;complete;Cancelar Solicitud
92351;Revisar curso;2292;2016-02-26 11:02:00.000;2016-02-26 11:06:58.000;deviant;complete;Revisar curso
92351;Revisar curso;22534;2016-02-26 11:02:02.000;2016-02-26 16:14:59.000;deviant;complete;Revisar curso
92351;Evaluacion curso;22534;2016-04-28 14:27:03.000;2016-04-28 14:34:34.000;deviant;complete;Evaluacion curso
92351;Notificacion estudiante cancelacion soli;22475;2016-06-01 11:34:57.000;2016-06-01 11:34:57.000;deviant;complete;Notificacion estudiante cancelacion soli
92351;End;End;2016-06-01 11:34:57.000;2016-06-01 11:34:57.000;deviant;complete;End
92502;Start;Start;2016-02-26 09:37:05.000;2016-02-26 09:37:05.000;deviant;complete;Start
92502;Cancelar Solicitud;659;2016-02-26 09:37:05.000;2016-02-26 17:44:30.000;deviant;complete;Cancelar Solicitud
92502;Validar solicitud;659;2016-02-26 09:37:05.000;2016-02-26 09:39:27.000;deviant;complete;Validar solicitud
92502;Traer informacion estudiante - banner;11302;2016-02-26 10:40:29.000;2016-02-26 10:40:29.000;deviant;complete;Traer informacion estudiante - banner
92502;Radicar Solicitud Homologacion;11302;2016-02-26 10:40:29.000;2016-02-26 10:40:29.000;deviant;complete;Radicar Solicitud Homologacion
92502;Revisar curso;659;2016-02-26 12:42:32.000;2016-02-26 12:42:32.000;deviant;complete;Revisar curso
92502;Notificacion estudiante cancelacion soli;659;2016-06-01 10:02:39.000;2016-06-01 10:02:39.000;deviant;complete;Notificacion estudiante cancelacion soli
92502;End;End;2016-06-01 10:02:39.000;2016-06-01 10:02:39.000;deviant;complete;End
92504;Start;Start;2016-02-26 10:59:42.000;2016-02-26 10:59:42.000;deviant;complete;Start
92504;Traer informacion estudiante - banner;10348;2016-02-26 10:59:42.000;2016-02-26 10:59:42.000;deviant;complete;Traer informacion estudiante - banner
92504;Radicar Solicitud Homologacion;10348;2016-02-26 10:59:43.000;2016-02-26 10:59:49.000;deviant;complete;Radicar Solicitud Homologacion
92504;Validar solicitud;19019;2016-02-26 11:06:14.000;2016-02-26 11:06:51.000;deviant;complete;Validar solicitud
92504;Homologacion por grupo de cursos;19019;2016-02-26 11:43:51.000;2016-02-26 14:53:03.000;deviant;complete;Homologacion por grupo de cursos
92504;Revisar curso;19019;2016-02-26 11:43:51.000;2016-02-26 11:43:52.000;deviant;complete;Revisar curso
92504;Evaluacion curso;19019;2016-02-26 11:45:23.000;2016-02-26 14:54:31.000;deviant;complete;Evaluacion curso
92504;Validar solicitud / pre-homologacion;19019;2016-04-07 09:53:29.000;2016-04-07 09:53:31.000;deviant;complete;Validar solicitud / pre-homologacion
92504;End;End;2016-04-07 09:53:31.000;2016-04-07 09:53:31.000;deviant;complete;End
92552;Start;Start;2016-02-26 08:09:42.000;2016-02-26 08:09:42.000;deviant;complete;Start
92552;Traer informacion estudiante - banner;12915;2016-02-26 08:09:42.000;2016-02-26 08:09:42.000;deviant;complete;Traer informacion estudiante - banner
92552;Radicar Solicitud Homologacion;12915;2016-02-26 08:09:43.000;2016-02-26 08:25:33.000;deviant;complete;Radicar Solicitud Homologacion
92552;Validar solicitud;9184;2016-03-01 07:39:46.000;2016-03-01 07:43:46.000;deviant;complete;Validar solicitud
92552;Homologacion por grupo de cursos;6799;2016-03-01 12:34:36.000;2016-03-01 12:34:36.000;deviant;complete;Homologacion por grupo de cursos
92552;Revisar curso;9184;2016-03-01 12:34:37.000;2016-03-01 12:34:37.000;deviant;complete;Revisar curso
92552;Evaluacion curso;6799;2016-03-01 12:35:16.000;2016-03-01 12:35:16.000;deviant;complete;Evaluacion curso
92552;End;End;2016-03-01 12:35:16.000;2016-03-01 12:35:16.000;deviant;complete;End
92651;Start;Start;2016-02-26 12:22:20.000;2016-02-26 12:22:20.000;regular;complete;Start
92651;Traer informacion estudiante - banner;6894;2016-02-26 12:22:20.000;2016-02-26 12:22:20.000;regular;complete;Traer informacion estudiante - banner
92651;Radicar Solicitud Homologacion;6894;2016-02-26 12:22:24.000;2016-02-26 12:22:24.000;regular;complete;Radicar Solicitud Homologacion
92651;Validar solicitud;677;2016-02-26 12:40:47.000;2016-02-26 12:48:17.000;regular;complete;Validar solicitud
92651;Recepcion de documentos;157;2016-02-29 11:30:50.000;2016-02-29 15:13:43.000;regular;complete;Recepcion de documentos
92651;Homologacion por grupo de cursos;3445;2016-02-29 11:30:51.000;2016-02-29 15:30:08.000;regular;complete;Homologacion por grupo de cursos
92651;Revisar curso;677;2016-02-29 11:30:51.000;2016-02-29 11:30:52.000;regular;complete;Revisar curso
92651;Evaluacion curso;7304;2016-02-29 11:32:11.000;2016-02-29 14:41:42.000;regular;complete;Evaluacion curso
92651;Validar solicitud / pre-homologacion;677;2016-04-08 10:04:08.000;2016-04-08 10:04:16.000;regular;complete;Validar solicitud / pre-homologacion
92651;Avanzar recepcion documentos;157;2016-04-08 10:13:09.000;2016-04-08 10:46:19.000;regular;complete;Avanzar recepcion documentos
92651;Visto Bueno Cierre Proceso;3445;2016-04-14 10:43:00.000;2016-04-14 11:00:05.000;regular;complete;Visto Bueno Cierre Proceso
92651;Validacion final;677;2016-04-14 11:24:05.000;2016-04-14 11:24:05.000;regular;complete;Validacion final
92651;Transferir Creditos;3445;2016-04-18 11:48:00.000;2016-04-18 11:48:00.000;regular;complete;Transferir Creditos
92651;Transferir creditos homologables;3445;2016-04-18 11:48:01.000;2016-04-18 11:48:01.000;regular;complete;Transferir creditos homologables
92651;End;End;2016-04-18 11:48:01.000;2016-04-18 11:48:01.000;regular;complete;End
92751;Start;Start;2016-02-26 13:46:06.000;2016-02-26 13:46:06.000;deviant;complete;Start
92751;Traer informacion estudiante - banner;9336;2016-02-26 13:46:06.000;2016-02-26 13:46:06.000;deviant;complete;Traer informacion estudiante - banner
92751;Radicar Solicitud Homologacion;9336;2016-02-26 13:46:10.000;2016-02-26 13:46:10.000;deviant;complete;Radicar Solicitud Homologacion
92751;Validar solicitud;677;2016-02-26 13:59:43.000;2016-02-26 14:07:19.000;deviant;complete;Validar solicitud
92751;Homologacion por grupo de cursos;3445;2016-02-29 11:36:05.000;2016-02-29 11:40:28.000;deviant;complete;Homologacion por grupo de cursos
92751;Revisar curso;677;2016-02-29 11:36:05.000;2016-02-29 11:36:05.000;deviant;complete;Revisar curso
92751;Evaluacion curso;3445;2016-02-29 11:36:46.000;2016-02-29 11:41:09.000;deviant;complete;Evaluacion curso
92751;End;End;2016-02-29 11:41:09.000;2016-02-29 11:41:09.000;deviant;complete;End
92901;Start;Start;2016-02-27 10:41:55.000;2016-02-27 10:41:55.000;deviant;complete;Start
92901;Traer informacion estudiante - banner;8371;2016-02-27 10:41:55.000;2016-02-27 10:41:55.000;deviant;complete;Traer informacion estudiante - banner
92901;Radicar Solicitud Homologacion;8371;2016-02-27 10:42:00.000;2016-02-27 10:42:00.000;deviant;complete;Radicar Solicitud Homologacion
92901;Validar solicitud;6694;2016-02-27 11:06:51.000;2016-02-27 11:06:51.000;deviant;complete;Validar solicitud
92901;Homologacion por grupo de cursos;6990;2016-02-29 04:38:47.000;2016-02-29 05:06:47.000;deviant;complete;Homologacion por grupo de cursos
92901;Revisar curso;6694;2016-02-29 04:38:48.000;2016-02-29 04:38:48.000;deviant;complete;Revisar curso
92901;Evaluacion curso;6990;2016-02-29 04:41:09.000;2016-02-29 05:09:09.000;deviant;complete;Evaluacion curso
92901;End;End;2016-02-29 05:09:09.000;2016-02-29 05:09:09.000;deviant;complete;End
93051;Start;Start;2016-02-27 17:00:10.000;2016-02-27 17:00:10.000;deviant;complete;Start
93051;Traer informacion estudiante - banner;11342;2016-02-27 17:00:10.000;2016-02-27 17:00:10.000;deviant;complete;Traer informacion estudiante - banner
93051;Radicar Solicitud Homologacion;11342;2016-02-27 17:00:13.000;2016-02-27 17:00:13.000;deviant;complete;Radicar Solicitud Homologacion
93051;Validar solicitud;18929;2016-02-27 17:17:03.000;2016-02-27 17:21:57.000;deviant;complete;Validar solicitud
93051;Cancelar Solicitud;18929;2016-02-27 17:17:04.000;2016-02-28 01:18:12.000;deviant;complete;Cancelar Solicitud
93051;Revisar curso;18929;2016-02-29 14:54:37.000;2016-02-29 14:54:37.000;deviant;complete;Revisar curso
93051;Notificacion estudiante cancelacion soli;18929;2016-06-01 10:08:31.000;2016-06-01 10:08:31.000;deviant;complete;Notificacion estudiante cancelacion soli
93051;End;End;2016-06-01 10:08:31.000;2016-06-01 10:08:31.000;deviant;complete;End
93253;Start;Start;2016-02-28 16:19:50.000;2016-02-28 16:19:50.000;deviant;complete;Start
93253;Traer informacion estudiante - banner;2453;2016-02-28 16:19:50.000;2016-02-28 16:19:50.000;deviant;complete;Traer informacion estudiante - banner
93253;Radicar Solicitud Homologacion;2453;2016-02-28 16:19:51.000;2016-02-28 16:19:51.000;deviant;complete;Radicar Solicitud Homologacion
93253;Validar solicitud;19019;2016-02-28 16:41:10.000;2016-02-28 16:42:25.000;deviant;complete;Validar solicitud
93253;Homologacion por grupo de cursos;7316;2016-02-29 09:15:08.000;2016-02-29 09:36:11.000;deviant;complete;Homologacion por grupo de cursos
93253;Revisar curso;19019;2016-02-29 09:15:08.000;2016-02-29 09:15:08.000;deviant;complete;Revisar curso
93253;Evaluacion curso;7316;2016-02-29 09:15:53.000;2016-02-29 09:36:55.000;deviant;complete;Evaluacion curso
93253;End;End;2016-02-29 09:36:55.000;2016-02-29 09:36:55.000;deviant;complete;End
93301;Start;Start;2016-02-28 13:08:54.000;2016-02-28 13:08:54.000;deviant;complete;Start
93301;Traer informacion estudiante - banner;5183;2016-02-28 13:08:54.000;2016-02-28 13:08:54.000;deviant;complete;Traer informacion estudiante - banner
93301;Radicar Solicitud Homologacion;5183;2016-02-28 13:08:57.000;2016-02-28 13:08:57.000;deviant;complete;Radicar Solicitud Homologacion
93301;Validar solicitud;22475;2016-02-28 13:38:14.000;2016-02-28 13:43:17.000;deviant;complete;Validar solicitud
93301;Cancelar Solicitud;754;2016-02-28 13:38:15.000;2016-02-28 21:38:56.000;deviant;complete;Cancelar Solicitud
93301;Revisar curso;754;2016-02-29 15:03:20.000;2016-02-29 17:02:16.000;deviant;complete;Revisar curso
93301;Notificacion estudiante cancelacion soli;754;2016-06-01 09:41:12.000;2016-06-01 09:41:12.000;deviant;complete;Notificacion estudiante cancelacion soli
93301;End;End;2016-06-01 09:41:12.000;2016-06-01 09:41:12.000;deviant;complete;End
93351;Start;Start;2016-02-28 13:46:29.000;2016-02-28 13:46:29.000;deviant;complete;Start
93351;Traer informacion estudiante - banner;5183;2016-02-28 13:46:29.000;2016-02-28 13:46:29.000;deviant;complete;Traer informacion estudiante - banner
93351;Radicar Solicitud Homologacion;5183;2016-02-28 13:46:32.000;2016-02-28 13:46:32.000;deviant;complete;Radicar Solicitud Homologacion
93351;Validar solicitud;22475;2016-02-28 14:02:11.000;2016-02-28 14:07:10.000;deviant;complete;Validar solicitud
93351;Homologacion por grupo de cursos;22475;2016-02-29 14:59:19.000;2016-02-29 15:05:40.000;deviant;complete;Homologacion por grupo de cursos
93351;Revisar curso;659;2016-02-29 14:59:20.000;2016-02-29 15:02:56.000;deviant;complete;Revisar curso
93351;Evaluacion curso;659;2016-03-01 08:35:40.000;2016-03-01 08:36:25.000;deviant;complete;Evaluacion curso
93351;Validar solicitud / pre-homologacion;22475;2016-03-01 09:21:38.000;2016-03-01 09:23:36.000;deviant;complete;Validar solicitud / pre-homologacion
93351;End;End;2016-03-01 09:23:36.000;2016-03-01 09:23:36.000;deviant;complete;End
93601;Start;Start;2016-02-29 03:52:18.000;2016-02-29 03:52:18.000;deviant;complete;Start
93601;Traer informacion estudiante - banner;12129;2016-02-29 03:52:18.000;2016-02-29 03:52:18.000;deviant;complete;Traer informacion estudiante - banner
93601;Radicar Solicitud Homologacion;12129;2016-02-29 03:52:21.000;2016-02-29 03:52:21.000;deviant;complete;Radicar Solicitud Homologacion
93601;Validar solicitud;677;2016-02-29 04:00:08.000;2016-02-29 04:28:08.000;deviant;complete;Validar solicitud
93601;Homologacion por grupo de cursos;3445;2016-03-03 12:53:35.000;2016-03-03 12:53:35.000;deviant;complete;Homologacion por grupo de cursos
93601;Revisar curso;677;2016-03-03 12:53:35.000;2016-03-03 12:53:35.000;deviant;complete;Revisar curso
93601;Evaluacion curso;3445;2016-03-03 12:55:01.000;2016-03-03 12:55:01.000;deviant;complete;Evaluacion curso
93601;End;End;2016-03-03 12:55:01.000;2016-03-03 12:55:01.000;deviant;complete;End
93652;Start;Start;2016-02-29 10:32:54.000;2016-02-29 10:32:54.000;deviant;complete;Start
93652;Traer informacion estudiante - banner;11583;2016-02-29 10:32:54.000;2016-02-29 10:32:54.000;deviant;complete;Traer informacion estudiante - banner
93652;Radicar Solicitud Homologacion;11583;2016-02-29 10:32:55.000;2016-02-29 10:33:17.000;deviant;complete;Radicar Solicitud Homologacion
93652;Validar solicitud;9184;2016-02-29 10:55:10.000;2016-02-29 11:04:14.000;deviant;complete;Validar solicitud
93652;Homologacion por grupo de cursos;22490;2016-03-01 12:42:49.000;2016-03-01 16:47:19.000;deviant;complete;Homologacion por grupo de cursos
93652;Revisar curso;9184;2016-03-01 12:42:49.000;2016-03-01 12:42:50.000;deviant;complete;Revisar curso
93652;Revisar curso;26757;2016-03-01 12:42:50.000;2016-03-01 16:26:49.000;deviant;complete;Revisar curso
93652;Evaluacion curso;6799;2016-03-01 12:43:48.000;2016-03-01 12:43:48.000;deviant;complete;Evaluacion curso
93652;Evaluacion curso;22490;2016-04-15 13:02:45.000;2016-04-15 13:23:15.000;deviant;complete;Evaluacion curso
93652;End;End;2016-04-15 13:23:15.000;2016-04-15 13:23:15.000;deviant;complete;End
93654;Start;Start;2016-02-29 10:55:47.000;2016-02-29 10:55:47.000;deviant;complete;Start
93654;Traer informacion estudiante - banner;11583;2016-02-29 10:55:47.000;2016-02-29 10:55:47.000;deviant;complete;Traer informacion estudiante - banner
93654;Radicar Solicitud Homologacion;11583;2016-02-29 10:55:48.000;2016-02-29 10:55:58.000;deviant;complete;Radicar Solicitud Homologacion
93654;Cancelar Solicitud;22491;2016-02-29 11:06:24.000;2016-02-29 18:19:01.000;deviant;complete;Cancelar Solicitud
93654;Validar solicitud;10923;2016-02-29 11:06:24.000;2016-02-29 11:28:13.000;deviant;complete;Validar solicitud
93654;Revisar curso;10923;2016-03-03 08:55:35.000;2016-03-03 08:55:37.000;deviant;complete;Revisar curso
93654;Notificacion estudiante cancelacion soli;22491;2016-05-23 12:43:43.000;2016-05-23 12:43:43.000;deviant;complete;Notificacion estudiante cancelacion soli
93654;End;End;2016-05-23 12:43:43.000;2016-05-23 12:43:43.000;deviant;complete;End
93701;Start;Start;2016-02-29 06:11:44.000;2016-02-29 06:11:44.000;deviant;complete;Start
93701;Traer informacion estudiante - banner;6437;2016-02-29 06:11:44.000;2016-02-29 06:11:44.000;deviant;complete;Traer informacion estudiante - banner
93701;Radicar Solicitud Homologacion;6437;2016-02-29 06:11:48.000;2016-02-29 06:11:48.000;deviant;complete;Radicar Solicitud Homologacion
93701;Cancelar Solicitud;6437;2016-02-29 06:52:44.000;2016-02-29 07:00:44.000;deviant;complete;Cancelar Solicitud
93701;Notificacion estudiante cancelacion soli;6437;2016-03-01 07:45:05.000;2016-03-01 07:45:05.000;deviant;complete;Notificacion estudiante cancelacion soli
93701;End;End;2016-03-01 07:45:05.000;2016-03-01 07:45:05.000;deviant;complete;End
93851;Start;Start;2016-02-29 12:09:23.000;2016-02-29 12:09:23.000;regular;complete;Start
93851;Traer informacion estudiante - banner;8186;2016-02-29 12:09:23.000;2016-02-29 12:09:23.000;regular;complete;Traer informacion estudiante - banner
93851;Radicar Solicitud Homologacion;8186;2016-02-29 12:09:29.000;2016-02-29 12:09:29.000;regular;complete;Radicar Solicitud Homologacion
93851;Validar solicitud;19019;2016-02-29 12:18:54.000;2016-02-29 12:26:04.000;regular;complete;Validar solicitud
93851;Recepcion de documentos;26789;2016-03-01 11:10:44.000;2016-03-01 21:03:33.000;regular;complete;Recepcion de documentos
93851;Homologacion por grupo de cursos;1007;2016-03-01 11:10:45.000;2016-03-01 21:13:00.000;regular;complete;Homologacion por grupo de cursos
93851;Revisar curso;19019;2016-03-01 11:10:46.000;2016-03-01 11:10:46.000;regular;complete;Revisar curso
93851;Evaluacion curso;19295;2016-03-01 11:11:19.000;2016-03-01 13:55:21.000;regular;complete;Evaluacion curso
93851;Validar solicitud / pre-homologacion;19019;2016-04-05 18:13:47.000;2016-04-05 18:18:10.000;regular;complete;Validar solicitud / pre-homologacion
93851;Avanzar recepcion documentos;26789;2016-04-06 12:37:37.000;2016-04-06 19:41:59.000;regular;complete;Avanzar recepcion documentos
93851;Validacion final;19019;2016-06-23 13:06:33.000;2016-06-23 13:15:34.000;regular;complete;Validacion final
93851;Visto Bueno Cierre Proceso;1007;2016-06-24 16:01:22.000;2016-06-24 16:01:46.000;regular;complete;Visto Bueno Cierre Proceso
93851;Transferir Creditos;1007;2016-06-24 16:25:53.000;2016-06-24 16:25:53.000;regular;complete;Transferir Creditos
93851;Transferir creditos homologables;1007;2016-06-24 16:25:53.000;2016-06-24 16:25:53.000;regular;complete;Transferir creditos homologables
93851;End;End;2016-06-24 16:25:53.000;2016-06-24 16:25:53.000;regular;complete;End
93952;Start;Start;2016-02-29 17:45:55.000;2016-02-29 17:45:55.000;deviant;complete;Start
93952;Traer informacion estudiante - banner;7611;2016-02-29 17:45:55.000;2016-02-29 17:45:55.000;deviant;complete;Traer informacion estudiante - banner
93952;Radicar Solicitud Homologacion;7611;2016-02-29 17:45:56.000;2016-02-29 17:46:10.000;deviant;complete;Radicar Solicitud Homologacion
93952;Radicar Solicitud Homologacion;7611;2016-03-01 16:24:26.000;2016-03-01 16:50:01.000;deviant;complete;Radicar Solicitud Homologacion
93952;Notificacion estudiante cancelacion soli;1;2016-03-15 17:24:28.000;2016-03-15 17:24:28.000;deviant;complete;Notificacion estudiante cancelacion soli
93952;End;End;2016-03-15 17:24:28.000;2016-03-15 17:24:28.000;deviant;complete;End
94002;Start;Start;2016-02-29 15:29:42.000;2016-02-29 15:29:42.000;deviant;complete;Start
94002;Traer informacion estudiante - banner;11218;2016-02-29 15:29:42.000;2016-02-29 15:29:42.000;deviant;complete;Traer informacion estudiante - banner
94002;Radicar Solicitud Homologacion;11218;2016-02-29 15:29:43.000;2016-02-29 15:30:05.000;deviant;complete;Radicar Solicitud Homologacion
94002;Cancelar Solicitud;19019;2016-02-29 15:52:29.000;2016-02-29 15:57:51.000;deviant;complete;Cancelar Solicitud
94002;Notificacion estudiante cancelacion soli;19019;2016-03-01 11:15:10.000;2016-03-01 11:15:10.000;deviant;complete;Notificacion estudiante cancelacion soli
94002;End;End;2016-03-01 11:15:10.000;2016-03-01 11:15:10.000;deviant;complete;End
94151;Start;Start;2016-03-01 08:11:29.000;2016-03-01 08:11:29.000;deviant;complete;Start
94151;Validar solicitud;677;2016-03-01 08:11:29.000;2016-03-01 08:25:19.000;deviant;complete;Validar solicitud
94151;Traer informacion estudiante - banner;6039;2016-03-01 09:48:01.000;2016-03-01 09:48:01.000;deviant;complete;Traer informacion estudiante - banner
94151;Radicar Solicitud Homologacion;6039;2016-03-01 09:48:07.000;2016-03-01 09:48:07.000;deviant;complete;Radicar Solicitud Homologacion
94151;Homologacion por grupo de cursos;7331;2016-03-02 16:02:11.000;2016-03-02 17:04:08.000;deviant;complete;Homologacion por grupo de cursos
94151;Revisar curso;677;2016-03-02 16:02:12.000;2016-03-02 16:02:12.000;deviant;complete;Revisar curso
94151;Evaluacion curso;7331;2016-03-02 16:02:52.000;2016-03-02 17:04:49.000;deviant;complete;Evaluacion curso
94151;End;End;2016-03-02 17:04:49.000;2016-03-02 17:04:49.000;deviant;complete;End
94152;Start;Start;2016-03-01 10:53:28.000;2016-03-01 10:53:28.000;deviant;complete;Start
94152;Traer informacion estudiante - banner;8772;2016-03-01 10:53:28.000;2016-03-01 10:53:28.000;deviant;complete;Traer informacion estudiante - banner
94152;Radicar Solicitud Homologacion;8772;2016-03-01 10:53:29.000;2016-03-01 11:33:07.000;deviant;complete;Radicar Solicitud Homologacion
94152;Cancelar Solicitud;294;2016-03-08 10:31:38.000;2016-03-08 11:49:06.000;deviant;complete;Cancelar Solicitud
94152;Notificacion estudiante cancelacion soli;294;2016-03-29 08:41:48.000;2016-03-29 08:41:48.000;deviant;complete;Notificacion estudiante cancelacion soli
94152;End;End;2016-03-29 08:41:48.000;2016-03-29 08:41:48.000;deviant;complete;End
94154;Start;Start;2016-03-01 12:25:48.000;2016-03-01 12:25:48.000;deviant;complete;Start
94154;Traer informacion estudiante - banner;1934;2016-03-01 12:25:48.000;2016-03-01 12:25:48.000;deviant;complete;Traer informacion estudiante - banner
94154;Radicar Solicitud Homologacion;1934;2016-03-01 12:25:49.000;2016-03-01 12:25:49.000;deviant;complete;Radicar Solicitud Homologacion
94154;Validar solicitud;19019;2016-03-01 12:38:01.000;2016-03-01 12:42:01.000;deviant;complete;Validar solicitud
94154;Homologacion por grupo de cursos;19019;2016-03-02 06:52:45.000;2016-03-02 09:41:40.000;deviant;complete;Homologacion por grupo de cursos
94154;Revisar curso;19019;2016-03-02 06:52:45.000;2016-03-02 06:52:45.000;deviant;complete;Revisar curso
94154;Evaluacion curso;19019;2016-03-02 06:53:33.000;2016-03-02 09:42:27.000;deviant;complete;Evaluacion curso
94154;Validar solicitud / pre-homologacion;19019;2016-04-07 09:54:51.000;2016-04-07 09:54:51.000;deviant;complete;Validar solicitud / pre-homologacion
94154;End;End;2016-04-07 09:54:51.000;2016-04-07 09:54:51.000;deviant;complete;End
94301;Start;Start;2016-03-01 10:06:30.000;2016-03-01 10:06:30.000;deviant;complete;Start
94301;Traer informacion estudiante - banner;11302;2016-03-01 10:06:30.000;2016-03-01 10:06:30.000;deviant;complete;Traer informacion estudiante - banner
94301;Radicar Solicitud Homologacion;11302;2016-03-01 10:06:34.000;2016-03-01 10:06:49.000;deviant;complete;Radicar Solicitud Homologacion
94301;Validar solicitud;659;2016-03-01 10:22:20.000;2016-03-01 10:28:02.000;deviant;complete;Validar solicitud
94301;Cancelar Solicitud;659;2016-03-01 10:22:21.000;2016-03-01 18:12:56.000;deviant;complete;Cancelar Solicitud
94301;Revisar curso;659;2016-03-02 08:04:55.000;2016-03-02 08:04:57.000;deviant;complete;Revisar curso
94301;Notificacion estudiante cancelacion soli;659;2016-06-01 09:57:41.000;2016-06-01 09:57:41.000;deviant;complete;Notificacion estudiante cancelacion soli
94301;End;End;2016-06-01 09:57:41.000;2016-06-01 09:57:41.000;deviant;complete;End
94302;Start;Start;2016-03-01 10:25:36.000;2016-03-01 10:25:36.000;deviant;complete;Start
94302;Traer informacion estudiante - banner;2440;2016-03-01 10:25:36.000;2016-03-01 10:25:36.000;deviant;complete;Traer informacion estudiante - banner
94302;Radicar Solicitud Homologacion;2440;2016-03-01 10:25:37.000;2016-03-01 10:25:55.000;deviant;complete;Radicar Solicitud Homologacion
94302;Cancelar Solicitud;1646;2016-03-01 10:43:47.000;2016-03-01 21:11:22.000;deviant;complete;Cancelar Solicitud
94302;Validar solicitud;1646;2016-03-01 10:43:47.000;2016-03-01 15:06:59.000;deviant;complete;Validar solicitud
94302;Revisar curso;1646;2016-04-22 10:56:06.000;2016-04-22 10:56:07.000;deviant;complete;Revisar curso
94302;Revisar curso;49;2016-04-22 10:56:07.000;2016-04-22 11:01:25.000;deviant;complete;Revisar curso
94302;Evaluacion curso;10665;2016-04-22 10:57:18.000;2016-04-22 11:12:59.000;deviant;complete;Evaluacion curso
94302;Evaluacion curso;49;2016-04-22 18:14:07.000;2016-04-22 19:01:38.000;deviant;complete;Evaluacion curso
94302;Notificacion estudiante cancelacion soli;1646;2016-06-29 17:19:35.000;2016-06-29 17:19:35.000;deviant;complete;Notificacion estudiante cancelacion soli
94302;End;End;2016-06-29 17:19:35.000;2016-06-29 17:19:35.000;deviant;complete;End
94401;Start;Start;2016-03-01 16:46:43.000;2016-03-01 16:46:43.000;deviant;complete;Start
94401;Traer informacion estudiante - banner;3656;2016-03-01 16:46:43.000;2016-03-01 16:46:43.000;deviant;complete;Traer informacion estudiante - banner
94401;Radicar Solicitud Homologacion;3656;2016-03-01 16:46:47.000;2016-03-01 16:48:00.000;deviant;complete;Radicar Solicitud Homologacion
94401;Cancelar Solicitud;677;2016-03-02 08:00:13.000;2016-03-02 08:06:12.000;deviant;complete;Cancelar Solicitud
94401;Notificacion estudiante cancelacion soli;677;2016-03-02 15:59:55.000;2016-03-02 15:59:55.000;deviant;complete;Notificacion estudiante cancelacion soli
